"YEAR","CIRI","COW","DISAP","KILL","POLPRIS","TORT","Amnesty","State","hathaway","ITT","genocide","rummel","massive_repression","executions","killing","DISAP","KILL","POLPRIS","TORT","Amnesty","State","hathaway","ITT","genocide","rummel","massive_repression","executions","killing","V14"
2000,515,840,0,0,0,0,4,4,NA,NA,0,NA,NA,NA,0,0,0,0,0,4,4,NA,NA,0,NA,NA,NA,0,-2.03554207281049
2001,515,840,1,1,0,0,3,4,NA,NA,0,NA,NA,NA,0,1,1,0,0,3,4,NA,NA,0,NA,NA,NA,0,-1.95040022076467
2002,515,840,1,1,0,0,3,3,NA,4,0,NA,NA,NA,0,1,1,0,0,3,3,NA,4,0,NA,NA,NA,0,-1.89867822001944
2003,515,840,1,1,0,0,4,4,NA,4,0,NA,NA,NA,0,1,1,0,0,4,4,NA,4,0,NA,NA,NA,0,-2.16099594594689
2004,515,840,1,0,0,0,4,4,NA,3,0,NA,NA,NA,0,1,0,0,0,4,4,NA,3,0,NA,NA,NA,0,-2.38937527791013
2005,515,840,1,0,0,0,4,4,NA,NA,0,NA,NA,NA,0,1,0,0,0,4,4,NA,NA,0,NA,NA,NA,0,-2.53811991921424
2006,515,840,0,0,0,0,4,4,NA,NA,0,NA,NA,NA,0,0,0,0,0,4,4,NA,NA,0,NA,NA,NA,0,-2.63262984514613
2007,515,840,1,0,0,0,4,4,NA,NA,0,NA,NA,NA,0,1,0,0,0,4,4,NA,NA,0,NA,NA,NA,0,-2.61736325474258
2008,515,840,1,0,0,0,4,4,NA,NA,0,NA,NA,NA,0,1,0,0,0,4,4,NA,NA,0,NA,NA,NA,0,-2.60491006528035
2009,515,840,1,0,0,0,4,4,NA,NA,0,NA,NA,NA,0,1,0,0,0,4,4,NA,NA,0,NA,NA,NA,0,-2.62537305205438
2010,515,840,1,0,0,0,4,4,NA,NA,0,NA,NA,NA,0,1,0,0,0,4,4,NA,NA,0,NA,NA,NA,0,-2.65903192002778
1949,NA,850,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,0.126818892747559
1950,NA,850,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0.17850094520788
1951,NA,850,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0.188726437179777
1952,NA,850,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0.180483088110609
1953,NA,850,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0.151298591901425
1954,NA,850,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0.114165022176631
1955,NA,850,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0.0580929790621227
1956,NA,850,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.0160309273445543
1957,NA,850,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.106651903770128
1958,NA,850,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.210397760032878
1959,NA,850,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.342660864301958
1960,NA,850,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,-0.511061649504048
1961,NA,850,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.659774408618495
1962,NA,850,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,-0.875898406063925
1963,NA,850,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,-1.13669087171818
1964,NA,850,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-1.50953663268845
1965,NA,850,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,-2.24750155712048
1966,NA,850,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,-2.32313382966414
1967,NA,850,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,NA,-1.97644142587112
1968,NA,850,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,NA,-1.79750596723121
1969,NA,850,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.69645304599437
1970,NA,850,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,NA,-1.67468774098149
1971,NA,850,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.6345500042259
1972,NA,850,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.64460491196524
1973,NA,850,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.71669013513156
1974,NA,850,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.88277888358967
1975,NA,850,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,-2.26968037486417
1976,NA,850,NA,NA,NA,NA,4,3,NA,NA,1,1,1,0,NA,NA,NA,NA,NA,4,3,NA,NA,1,1,1,0,NA,-2.31526416428532
1977,NA,850,NA,NA,NA,NA,4,4,NA,NA,1,1,1,0,NA,NA,NA,NA,NA,4,4,NA,NA,1,1,1,0,NA,-2.42231095184242
1978,NA,850,NA,NA,NA,NA,4,3,NA,NA,1,1,1,0,NA,NA,NA,NA,NA,4,3,NA,NA,1,1,1,0,NA,-2.36580395957017
1979,NA,850,NA,NA,NA,NA,3,3,NA,NA,1,1,1,0,NA,NA,NA,NA,NA,3,3,NA,NA,1,1,1,0,NA,-2.31120444861739
1980,NA,850,NA,NA,NA,NA,4,3,NA,NA,1,1,1,0,NA,NA,NA,NA,NA,4,3,NA,NA,1,1,1,0,NA,-2.40203873470074
1981,338,850,1,0,0,1,5,3,NA,NA,1,1,1,0,NA,1,0,0,1,5,3,NA,NA,1,1,1,0,NA,-2.41427280680586
1982,338,850,2,0,1,1,4,3,NA,NA,1,1,1,0,NA,2,0,1,1,4,3,NA,NA,1,1,1,0,NA,-2.3296839996048
1983,338,850,1,1,1,1,4,3,NA,NA,1,1,1,NA,NA,1,1,1,1,4,3,NA,NA,1,1,1,NA,NA,-2.29828915795404
1984,338,850,0,1,0,0,5,3,NA,NA,1,1,1,NA,NA,0,1,0,0,5,3,NA,NA,1,1,1,NA,NA,-2.4527369655388
1985,338,850,1,1,0,1,4,4,3,NA,1,1,1,NA,NA,1,1,0,1,4,4,3,NA,1,1,1,NA,NA,-2.39633259761732
1986,338,850,1,2,1,1,3,3,3,NA,1,1,1,NA,NA,1,2,1,1,3,3,3,NA,1,1,1,NA,NA,-2.28108232797242
1987,338,850,1,1,0,0,3,3,4,NA,1,1,1,NA,NA,1,1,0,0,3,3,4,NA,1,1,1,NA,NA,-2.36534298146172
1988,338,850,1,1,1,1,3,3,4,NA,1,NA,1,NA,NA,1,1,1,1,3,3,4,NA,1,NA,1,NA,NA,-2.26226616146694
1989,338,850,1,1,1,1,3,3,4,NA,1,NA,NA,NA,0,1,1,1,1,3,3,4,NA,1,NA,NA,NA,0,-2.06517403864686
1990,338,850,0,0,0,0,4,3,4,NA,1,NA,NA,NA,0,0,0,0,0,4,3,4,NA,1,NA,NA,NA,0,-2.26389070550724
1991,338,850,1,0,0,0,4,4,4,NA,1,NA,NA,NA,1,1,0,0,0,4,4,4,NA,1,NA,NA,NA,1,-2.43594316366256
1992,338,850,0,0,0,0,5,3,4,NA,1,NA,NA,NA,1,0,0,0,0,5,3,4,NA,1,NA,NA,NA,1,-2.49652627576949
1993,338,850,1,0,0,0,4,4,5,NA,0,NA,NA,NA,0,1,0,0,0,4,4,5,NA,0,NA,NA,NA,0,-2.19704694804208
1994,338,850,2,1,0,0,4,4,4,NA,0,NA,NA,NA,0,2,1,0,0,4,4,4,NA,0,NA,NA,NA,0,-1.99364661490856
1995,338,850,1,2,0,0,4,4,3,6,0,NA,NA,NA,1,1,2,0,0,4,4,3,6,0,NA,NA,NA,1,-2.05944434000041
1996,338,850,1,0,0,0,4,3,5,5,0,NA,NA,NA,0,1,0,0,0,4,3,5,5,0,NA,NA,NA,0,-2.15503128918087
1997,338,850,0,0,0,0,3,4,4,5,0,NA,NA,NA,1,0,0,0,0,3,4,4,5,0,NA,NA,NA,1,-2.3561481809991
1998,338,850,0,0,0,0,4,4,4,4,0,NA,NA,NA,1,0,0,0,0,4,4,4,4,0,NA,NA,NA,1,-2.48251408771672
1999,338,850,0,0,0,0,4,4,5,6,0,NA,NA,NA,1,0,0,0,0,4,4,5,6,0,NA,NA,NA,1,-2.62072799138275
2000,338,850,0,0,1,0,4,4,NA,5,0,NA,NA,NA,1,0,0,1,0,4,4,NA,5,0,NA,NA,NA,1,-2.61271879791464
2001,338,850,0,0,1,0,4,4,NA,6,0,NA,NA,NA,1,0,0,1,0,4,4,NA,6,0,NA,NA,NA,1,-2.66350083561482
2002,338,850,0,0,1,0,4,4,NA,4,0,NA,NA,NA,1,0,0,1,0,4,4,NA,4,0,NA,NA,NA,1,-2.70138376686381
2003,338,850,0,0,1,0,5,4,NA,5,0,NA,NA,NA,1,0,0,1,0,5,4,NA,5,0,NA,NA,NA,1,-2.7274728113631
2004,338,850,0,0,1,0,4,4,NA,4,0,NA,NA,NA,0,0,0,1,0,4,4,NA,4,0,NA,NA,NA,0,-2.44628550641625
2005,338,850,1,0,0,0,3,4,NA,5,0,NA,NA,NA,0,1,0,0,0,3,4,NA,5,0,NA,NA,NA,0,-2.09634587843428
2006,338,850,2,1,1,0,3,3,NA,NA,0,NA,NA,NA,0,2,1,1,0,3,3,NA,NA,0,NA,NA,NA,0,-1.59792578542352
2007,338,850,2,1,0,0,3,3,NA,NA,0,NA,NA,NA,0,2,1,0,0,3,3,NA,NA,0,NA,NA,NA,0,-1.45050871727445
2008,338,850,2,1,0,0,3,3,NA,NA,0,NA,NA,NA,0,2,1,0,0,3,3,NA,NA,0,NA,NA,NA,0,-1.42838011343112
2009,338,850,2,1,0,0,4,3,NA,NA,0,NA,NA,NA,0,2,1,0,0,4,3,NA,NA,0,NA,NA,NA,0,-1.4925354366536
2010,338,850,2,1,0,0,3,3,NA,NA,0,NA,NA,NA,0,2,1,0,0,3,3,NA,NA,0,NA,NA,NA,0,-1.42543376341073
1995,NA,860,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,0,0.0246636119087094
1996,NA,860,NA,NA,NA,NA,NA,NA,NA,5,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,5,0,NA,NA,NA,0,-0.0116837535164871
1997,NA,860,NA,NA,NA,NA,NA,NA,NA,4,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,4,0,NA,NA,NA,0,-0.00590938788392572
1998,NA,860,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,0,0.0169058741922421
1999,NA,860,NA,NA,NA,NA,NA,NA,NA,6,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,6,0,NA,NA,NA,0,0.000752586756860575
2000,NA,860,NA,NA,NA,NA,2,2,NA,3,0,NA,NA,NA,0,NA,NA,NA,NA,2,2,NA,3,0,NA,NA,NA,0,0.0421009837092674
2001,NA,860,NA,NA,NA,NA,2,2,NA,3,0,NA,NA,NA,0,NA,NA,NA,NA,2,2,NA,3,0,NA,NA,NA,0,0.0943646761306912
2002,NA,860,NA,NA,NA,NA,2,2,NA,2,0,NA,NA,NA,0,NA,NA,NA,NA,2,2,NA,2,0,NA,NA,NA,0,0.128443734339618
2003,257,860,2,1,2,1,2,2,NA,1,0,NA,NA,NA,0,2,1,2,1,2,2,NA,1,0,NA,NA,NA,0,0.0782722629991016
2004,257,860,2,2,2,1,3,2,NA,4,0,NA,NA,NA,0,2,2,2,1,3,2,NA,4,0,NA,NA,NA,0,-0.0507375571934013
2005,257,860,2,1,1,1,2,2,NA,1,0,NA,NA,NA,0,2,1,1,1,2,2,NA,1,0,NA,NA,NA,0,-0.18616351011339
2006,257,860,2,1,2,1,3,4,NA,NA,0,NA,NA,NA,0,2,1,2,1,3,4,NA,NA,0,NA,NA,NA,0,-0.465068495997801
2007,257,860,2,1,2,0,3,3,NA,NA,0,NA,NA,NA,0,2,1,2,0,3,3,NA,NA,0,NA,NA,NA,0,-0.391573526925951
2008,257,860,2,2,2,1,2,2,NA,NA,0,NA,NA,NA,0,2,2,2,1,2,2,NA,NA,0,NA,NA,NA,0,0.00937068850758578
2009,257,860,2,1,2,1,2,2,NA,NA,0,NA,NA,NA,0,2,1,2,1,2,2,NA,NA,0,NA,NA,NA,0,0.115859339327758
2010,257,860,2,2,2,1,2,2,NA,NA,0,NA,NA,NA,0,2,2,2,1,2,2,NA,NA,0,NA,NA,NA,0,0.22497771347087
1949,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,1.02915748235542
1950,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,1.10888696036554
1951,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,1.1850692217019
1952,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,1.24926465573566
1953,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,1.31037044885292
1954,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,1.36333076599664
1955,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,1.4235249001599
1956,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.47823029288624
1957,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.53040502420046
1958,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.57235061495101
1959,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.61759502199423
1960,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.6607712167472
1961,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.69472296756075
1962,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.73699214803999
1963,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.77255673551577
1964,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.79867446473876
1965,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.82680902244468
1966,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.85162214970807
1967,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.87167782127168
1968,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.88762905760925
1969,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.91440019740927
1970,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.92948754019853
1971,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.94399628723128
1972,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.95283934424917
1973,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.9638767026409
1974,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.971883996773
1975,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.98589249406101
1976,NA,900,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,NA,1.99950057574636
1977,NA,900,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,NA,1.99807914850091
1978,NA,900,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,NA,1.99361707545011
1979,NA,900,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,NA,1.99034747488848
1980,NA,900,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,NA,1.97634530251258
1981,125,900,2,2,2,2,NA,1,NA,NA,0,0,0,0,NA,2,2,2,2,NA,1,NA,NA,0,0,0,0,NA,1.96514680075667
1982,125,900,2,2,2,2,NA,1,NA,NA,0,0,0,0,NA,2,2,2,2,NA,1,NA,NA,0,0,0,0,NA,1.92509358376495
1983,125,900,2,2,2,1,NA,1,NA,NA,0,0,0,NA,NA,2,2,2,1,NA,1,NA,NA,0,0,0,NA,NA,1.83321349328695
1984,125,900,2,2,2,2,NA,1,NA,NA,0,0,0,NA,NA,2,2,2,2,NA,1,NA,NA,0,0,0,NA,NA,1.86490313570625
1985,125,900,2,2,2,2,NA,1,1,NA,0,0,0,NA,NA,2,2,2,2,NA,1,1,NA,0,0,0,NA,NA,1.8475225056538
1986,125,900,2,2,2,1,NA,1,1,NA,0,0,0,NA,NA,2,2,2,1,NA,1,1,NA,0,0,0,NA,NA,1.7562127920094
1987,125,900,2,2,2,2,1,1,1,NA,0,0,0,NA,NA,2,2,2,2,1,1,1,NA,0,0,0,NA,NA,1.75255461677074
1988,125,900,2,2,1,1,1,1,1,NA,0,NA,0,NA,NA,2,2,1,1,1,1,1,NA,0,NA,0,NA,NA,1.57013406215178
1989,125,900,2,2,2,1,1,1,1,NA,0,NA,NA,NA,0,2,2,2,1,1,1,1,NA,0,NA,NA,NA,0,1.46338668982499
1990,125,900,2,2,2,1,1,1,3,NA,0,NA,NA,NA,0,2,2,2,1,1,1,3,NA,0,NA,NA,NA,0,1.27700051824796
1991,125,900,2,2,2,1,1,1,3,NA,0,NA,NA,NA,0,2,2,2,1,1,1,3,NA,0,NA,NA,NA,0,1.16169549872191
1992,125,900,2,2,2,1,1,1,3,NA,0,NA,NA,NA,0,2,2,2,1,1,1,3,NA,0,NA,NA,NA,0,1.14239625631354
1993,125,900,2,2,2,2,1,1,2,NA,0,NA,NA,NA,0,2,2,2,2,1,1,2,NA,0,NA,NA,NA,0,1.22097486504759
1994,125,900,2,2,1,1,1,1,3,NA,0,NA,NA,NA,0,2,2,1,1,1,1,3,NA,0,NA,NA,NA,0,1.17169288266422
1995,125,900,2,2,2,2,1,1,1,NA,0,NA,NA,NA,0,2,2,2,2,1,1,1,NA,0,NA,NA,NA,0,1.324026383102
1996,125,900,2,2,2,1,1,1,2,4,0,NA,NA,NA,0,2,2,2,1,1,1,2,4,0,NA,NA,NA,0,1.19347787466033
1997,125,900,2,2,2,1,1,1,3,4,0,NA,NA,NA,0,2,2,2,1,1,1,3,4,0,NA,NA,NA,0,1.17624702285122
1998,125,900,2,2,2,1,1,1,2,NA,0,NA,NA,NA,0,2,2,2,1,1,1,2,NA,0,NA,NA,NA,0,1.25642978170379
1999,125,900,2,2,2,1,1,1,2,4,0,NA,NA,NA,0,2,2,2,1,1,1,2,4,0,NA,NA,NA,0,1.26677046668209
2000,125,900,2,2,2,1,1,1,NA,4,0,NA,NA,NA,0,2,2,2,1,1,1,NA,4,0,NA,NA,NA,0,1.26848759404596
2001,125,900,2,2,2,1,1,1,NA,4,0,NA,NA,NA,0,2,2,2,1,1,1,NA,4,0,NA,NA,NA,0,1.22044129047315
2002,125,900,2,2,2,1,1,2,NA,4,0,NA,NA,NA,0,2,2,2,1,1,2,NA,4,0,NA,NA,NA,0,1.06865413523282
2003,125,900,2,2,2,1,2,2,NA,4,0,NA,NA,NA,0,2,2,2,1,2,2,NA,4,0,NA,NA,NA,0,0.938906682989564
2004,125,900,2,2,2,1,2,1,NA,1,0,NA,NA,NA,0,2,2,2,1,2,1,NA,1,0,NA,NA,NA,0,1.08383778852702
2005,125,900,2,2,2,1,1,2,NA,3,0,NA,NA,NA,0,2,2,2,1,1,2,NA,3,0,NA,NA,NA,0,1.12270461172483
2006,125,900,2,2,2,1,1,1,NA,NA,0,NA,NA,NA,0,2,2,2,1,1,1,NA,NA,0,NA,NA,NA,0,1.33017897795128
2007,125,900,2,2,2,1,NA,1,NA,NA,0,NA,NA,NA,0,2,2,2,1,NA,1,NA,NA,0,NA,NA,NA,0,1.39164543945919
2008,125,900,2,2,2,1,1,1,NA,NA,0,NA,NA,NA,0,2,2,2,1,1,1,NA,NA,0,NA,NA,NA,0,1.38136447068821
2009,125,900,2,1,2,1,1,1,NA,NA,0,NA,NA,NA,0,2,1,2,1,1,1,NA,NA,0,NA,NA,NA,0,1.21215638768174
2010,125,900,2,2,2,1,1,2,NA,NA,0,NA,NA,NA,0,2,2,2,1,1,2,NA,NA,0,NA,NA,NA,0,1.07788959426735
1975,NA,910,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.964629385974382
1976,NA,910,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.04468218330826
1977,NA,910,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.12475553168068
1978,NA,910,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.20890841798114
1979,NA,910,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,NA,1.29775151014701
1980,NA,910,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.34996449878254
1981,506,910,2,2,2,2,NA,1,NA,NA,0,0,0,0,NA,2,2,2,2,NA,1,NA,NA,0,0,0,0,NA,1.39934404697215
1982,506,910,2,2,2,NA,NA,1,NA,NA,0,0,0,0,NA,2,2,2,NA,NA,1,NA,NA,0,0,0,0,NA,1.37633757307766
1983,506,910,2,2,2,2,NA,1,NA,NA,0,0,0,NA,NA,2,2,2,2,NA,1,NA,NA,0,0,0,NA,NA,1.2936630063882
1984,506,910,2,2,2,2,NA,NA,NA,NA,0,0,0,NA,NA,2,2,2,2,NA,NA,NA,NA,0,0,0,NA,NA,1.11495596633878
1985,506,910,2,2,2,2,NA,2,1,NA,0,0,0,NA,NA,2,2,2,2,NA,2,1,NA,0,0,0,NA,NA,0.834281497723613
1986,506,910,2,2,2,2,NA,2,1,NA,0,0,0,NA,NA,2,2,2,2,NA,2,1,NA,0,0,0,NA,NA,0.596443292758922
1987,506,910,2,2,2,2,NA,2,1,NA,0,0,0,NA,NA,2,2,2,2,NA,2,1,NA,0,0,0,NA,NA,0.314374885109495
1988,506,910,2,1,2,2,4,2,1,NA,0,NA,0,NA,NA,2,1,2,2,4,2,1,NA,0,NA,0,NA,NA,-0.233690581003838
1989,506,910,2,1,1,1,4,2,3,NA,0,NA,NA,NA,0,2,1,1,1,4,2,3,NA,0,NA,NA,NA,0,-0.798116876446795
1990,506,910,2,0,1,0,4,4,3,NA,0,NA,NA,NA,0,2,0,1,0,4,4,3,NA,0,NA,NA,NA,0,-1.34260256266357
1991,506,910,2,0,0,0,4,3,4,NA,0,NA,NA,NA,0,2,0,0,0,4,3,4,NA,0,NA,NA,NA,0,-1.52093672292286
1992,506,910,1,0,2,0,4,NA,3,NA,0,NA,NA,NA,0,1,0,2,0,4,NA,3,NA,0,NA,NA,NA,0,-1.56238783385705
1993,506,910,1,0,1,0,4,3,3,NA,0,NA,NA,NA,0,1,0,1,0,4,3,3,NA,0,NA,NA,NA,0,-1.48082131439517
1994,506,910,2,1,2,0,3,4,3,NA,0,NA,NA,NA,0,2,1,2,0,3,4,3,NA,0,NA,NA,NA,0,-1.29288779077929
