YEAR	CIRI	COW	DISAP	KILL	POLPRIS	TORT	Amnesty	State	hathaway	ITT	genocide	rummel	massive_repression	executions	killing	x.means
1980		55					3	3			0	0	0	0		-0.540503666392904
1981		55					3	3			0	0	0	0		-0.586475119390512
1982		55					2	3			0	0	0	0		-0.493758790729394
1983		55					4	4			0	1	0			-0.430134826301642
1984		55					2	1			0	0	0			0.431126161179847
1985		55					1	1			0	0	0			1.06564593216906
1986		55					1	1			0	0	0			1.4645479459937
1987		55					1	1			0	0	0			1.74382541712555
1988		55					1	1			0		0			1.92256897859377
1989		55					1	1			0				0	2.05657876921081
1990		55					1	1			0				0	2.15949026500243
1991		55					1	1			0				0	2.2455310821636
1992		55					1	1			0				0	2.31440797704434
1993		55						1			0				0	2.37307488732775
1994		55						1			0				0	2.4325333251856
1995		55					1	1			0				0	2.48192612073287
1996		55						1			0				0	2.51827211682602
1997		55						1			0				0	2.55210310132366
1998		55						1			0				0	2.58439292438628
1999		55						1			0				0	2.61406389180869
2000		55						1			0				0	2.63588745135601
2001	308	55	2	2	2	2		1			0				0	2.66084146130746
2002		55						1			0				0	2.62617556702071
2003	308	55	2	2	2	2		1			0				0	2.56933420414808
2004	308	55	2	2	1	2		1			0				0	2.42351639765777
2005	308	55	2	2	1	1		1			0				0	2.27521371552155
2006	308	55	2	2	1	1	1	1			0				0	2.25536881391753
2007	308	55	2	2	2	1		1			0				0	2.29305694573635
2008	308	55	2	2	2	1		1			0				0	2.31240638520922
2009	308	55	2	2	2	1		1			0				0	2.29452004720136
2010	308	55	2	2	2	1					0				0	2.27012787371039
1979		56						1			0	0	0			1.50737374795374
1980		56						1			0	0	0			1.59084633341728
1981		56						1			0	0	0			1.67297262135253
1982		56						1			0	0	0			1.74543475436997
1983		56						1			0	0	0			1.81134853769865
1984		56						1			0	0	0			1.86600052117916
1985		56						1			0	0	0			1.92021560067293
1986		56						1			0	0	0			1.95904237737792
1987		56						1			0	0	0			1.98387056784804
1988		56						1			0		0			1.99541801255751
1989		56						1			0				0	1.99947324560143
1990		56						1			0				0	1.99561942571993
1991		56						1			0				0	1.98995816550805
1992		56						1			0				0	1.98059277265207
1993		56						1			0				0	1.96107176910883
1994		56						1			0				0	1.93086841145775
1995		56					1	1			0				0	1.87408027328284
1996		56						1			0				0	1.75244327364552
1997		56						1			0				0	1.61219989868551
1998		56						2			0				0	1.40289928249203
1999		56						2			0				0	1.38286858412935
2000		56						1			0				0	1.5125775399416
2001	539	56	2	1	2	1	1	1			0				0	1.57973551636038
2002		56					2	2			0				0	1.56298748005352
2003	539	56	2	2	2	2		1			0				0	1.65595997283328
2004	539	56	2	2	2	1		2			0				0	1.42742155427381
2005	539	56	2	2	2	0		2			0				0	1.19888547994693
2006	539	56	2	1	2	0		2			0				0	1.01736135576315
2007	539	56	2	1	2	0		2			0				0	0.934958812296764
2008	539	56	2	1	2	0		2			0				0	0.897215301332275
2009	539	56	2	1	2	0		2			0				0	0.914951035769166
2010	539	56	2	2	2	0		2			0				0	0.997678158769599
1979		57									0	0	0			1.50907662548271
1980		57						1			0	0	0			1.61492504823886
1981		57						1			0	0	0			1.70971788821994
1982		57						1			0	0	0			1.7973784166731
1983		57						1			0	0	0			1.87499690504085
1984		57						1			0	0	0			1.94656606862784
1985		57						1			0	0	0			2.01303545568419
1986		57						1			0	0	0			2.07455039528829
1987		57					1	1			0	0	0			2.12518320739547
1988		57					1	1			0		0			2.13355588777524
1989		57						1			0				0	2.10667777812606
1990		57					1	1			0				0	2.07586696890144
1991		57					1	1			0				0	2.01903672250483
1992		57					1	1			0				0	1.94048225844627
1993		57					1	1			0				0	1.83443478727084
1994		57						2			0				0	1.69518149440269
1995		57					1	1			0				0	1.81889204830058
1996		57						1			0				0	1.86425634669892
1997		57						1			0				0	1.89125179150718
1998		57						1			0				0	1.88611199163011
1999		57						1			0				0	1.849039057346
2000		57						1			0				0	1.76286637615105
2001	542	57	2	1	2	1		1			0				0	1.64609312954577
2002		57						2			0				0	1.62710258399354
2003	542	57	2	2	2	1		1			0				0	1.6953248995581
2004	542	57	2	1	2	0		1			0				0	1.58896601321239
2005	542	57	2	2	1	0		1			0				0	1.54065926746436
2006	542	57	2	2	2	1		2			0				0	1.50459469899404
2007	542	57	2	2	2	1		2			0				0	1.49855861060236
2008	542	57	2	2	2	1		2			0				0	1.4755395071445
2009	542	57	2	1	2	0		1			0				0	1.41882455273512
2010	542	57	2	2	2	0		2			0				0	1.35551086775581
1981		58									0	0	0			0.789278837860718
1982		58									0	0	0			0.840890889176839
1983		58									0	0	0			0.893511629255247
1984		58									0	0	0			0.939596641272214
1985		58									0	0	0			0.981673358847441
1986		58									0	0	0			1.02923196028257
1987		58									0	0	0			1.0712423204538
1988		58									0		0			1.11380517385586
1989		58									0				0	1.15515231123552
1990		58									0				0	1.20129460982131
1991		58									0				0	1.245245526789
1992		58									0				0	1.28321810846241
1993		58									0				0	1.3297037842274
1994		58									0				0	1.37237795881576
1995		58									0				0	1.41535291304105
1996		58									0				0	1.46268588420128
1997		58									0				0	1.50633025434235
1998		58									0				0	1.55044602597313
1999		58									0				0	1.58910481151529
2000		58									0				0	1.63840241618046
2001	116	58	2	2	2	1					0				0	1.68290088437242
2002		58									0				0	1.7410440191254
2003	116	58	2	2	2	1					0				0	1.79183164365287
2004	116	58	2	2	2	1					0				0	1.8357813279681
2005	116	58	2	2	2	1					0				0	1.8786802268875
2006	116	58	2	2	2	1					0				0	1.91849567617055
2007	116	58	2	2	2	1					0				0	1.95413036666628
2008	116	58	2	2	2	1					0				0	1.974661251604
2009	116	58	2	2	2	1					0				0	1.98273449919909
2010	116	58	2	2	2	1					0				0	1.98916920941413
1983		60									0	0	0			1.15257616480426
1984		60									0	0	0			1.23229188052749
1985		60									0	0	0			1.31197210363723
1986		60									0	0	0			1.39055302626657
1987		60									0	0	0			1.4706711553555
1988		60									0		0			1.54855564587742
1989		60									0				0	1.62696512309892
1990		60									0				0	1.70670136417918
1991		60									0				0	1.79053912748064
1992		60									0				0	1.87434056030446
1993		60									0				0	1.95593699375987
1994		60									0				0	2.03586791787956
1995		60									0				0	2.11400564653901
1996		60									0				0	2.19002384540694
1997		60									0				0	2.26854604409617
1998		60									0				0	2.34803977564149
1999		60									0				0	2.42361530859196
2000		60									0				0	2.49883054094179
2001	536	60	2	2	2	1					0				0	2.57543879741436
2002		60									0				0	2.74178122350419
2003	536	60	2	2	2	2					0				0	2.91432894896196
2004	536	60	2	2	2	2					0				0	3.0229570663332
2005	536	60	2	2	2	2					0				0	3.08574179392407
2006	536	60	2	2	2	2					0				0	3.10700903648729
2007	536	60	2	1	2	2					0				0	3.09584521725118
2008	536	60	2	2	2	2					0				0	3.21225530608908
2009	536	60	2	2	2	2					0				0	3.28157678587475
2010	536	60	2	2	2	2					0				0	3.31674342585623
1949		70										0	0	0		0.454518955993448
1950		70										0	0	0		0.474642236897608
1951		70										0	0	0		0.485303567897986
1952		70										0	0	0		0.489689666901768
1953		70										0	0	0		0.487811970933387
1954		70										0	0	0		0.48466903594138
1955		70										0	0	0		0.471830656233312
1956		70									0	0	0	0		0.459059284354764
1957		70									0	0	0	0		0.431779448908254
1958		70									0	0	0	0		0.398880033703825
1959		70									0	0	0	0		0.356918452101024
1960		70									0	0	0	0		0.31130214918768
1961		70									0	0	0	0		0.255114879988323
1962		70									0	0	0	0		0.193328168492718
1963		70									0	0	0	0		0.121571964425511
1964		70									0	0	0	0		0.0396226387363447
1965		70									0	0	0	0		-0.0588519062188982
1966		70									0	0	0	0		-0.174665488160196
1967		70									0	0	0	0		-0.311703663354097
1968		70									0	1	0	0		-0.486747125362115
1969		70									0	0	0	0		-0.377700767154891
1970		70									0	0	0	0		-0.31185377516964
1971		70									0	0	0	0		-0.278315017849987
1972		70									0	0	0	0		-0.273841937285819
1973		70									0	0	0	0		-0.295848275893547
1974		70									0	0	0	0		-0.346035205584248
1975		70									0	0	0	0		-0.425977196470105
1976		70					3	2			0	0	0	0		-0.543974893752661
1977		70					3	3			0	0	0	0		-0.733995671311022
1978		70					3	3			0	0	0	0		-0.831483284630168
1979		70					3	3			0	0	0	0		-0.848312046213708
1980		70					3	3			0	0	0	0		-0.865403909226297
1981	443	70	0	0	0	1	3	3			0	0	0	0		-0.956361176951413
1982	443	70	1	1	1	1	3	3			0	0	0	0		-0.865418005991019
1983	443	70	1	1	0	1	3	2			0	0	0			-0.799536683353602
1984	443	70	1	0	0	0	3	3			0	0	0			-0.953740136101339
1985	443	70	1	0	0	0	3	3	3		0	0	0			-0.977167944700855
1986	443	70	1	1	1	0	3	3	3		0	0	0			-0.910847203096256
1987	443	70	1	0	0	0	3	3	3		0	0	0			-0.930433895912722
1988	443	70	1	0	1	1	3	3	3		0		0			-0.927820143288173
1989	443	70	0	1	0	0	3	3	3		0				0	-0.993082156465909
1990	443	70	0	0	0	0	4	3	3		0				0	-1.03420430139504
1991	443	70	0	1	0	0	3	3	5		0				0	-0.956028146182842
1992	443	70	2	1	0	0	3	3	5		0				0	-0.856656292657433
1993	443	70	2	0	1	0	3	4	4		0				0	-0.92713535253821
1994	443	70	1	0	0	0	4	4	3		0				0	-1.04006348278436
1995	443	70	1	0	1	0	4	4	3	6	0				0	-1.07545301814832
1996	443	70	0	0	1	0	4	3	5	6	0				0	-1.07733904674969
1997	443	70	1	0	1	0	4	3	5	6	0				0	-0.951225677497815
1998	443	70	1	1	1	0	3	3	5	6	0				0	-0.725173618681227
1999	443	70	1	1	1	0	3	3	5	5	0				0	-0.620470582026478
2000	443	70	1	0	1	0	3	3		5	0				0	-0.574599606920976
2001	443	70	1	0	1	0	3	3		5	0				0	-0.563349077508041
2002	443	70	1	0	1	0	3	3		5	0				0	-0.539873262397512
2003	443	70	1	1	1	0	3	3		6	0				0	-0.461544675840447
2004	443	70	1	1	1	0	3	3		6	0				0	-0.447183775721757
2005	443	70	1	1	1	0	3	3		5	0				0	-0.477994801938773
2006	443	70	1	0	0	0	4	3			0				0	-0.629002387424413
2007	443	70	1	1	0	0	3	3			0				0	-0.578405935159757
2008	443	70	1	0	1	0	4	3			0				0	-0.670188055517152
2009	443	70	1	1	1	0	4	4			0				0	-0.758924436358229
2010	443	70	1	1	1	0	4	4			0				0	-0.793014999997826
1981	152	80	2	2	2	2					0	0	0			1.56423817907796
1982	152	80	2	2	2	2					0	0	0			1.63432354991561
1983	152	80	2	2	2	2					0	0	0			1.66492186174166
1984	152	80	2	2	2	1					0	0	0			1.65606396599822
1985	152	80	2	2	2	2					0	0	0			1.7391365132457
1986	152	80	2	2	2	2					0	0	0			1.77931849603439
1987	152	80	2	2	2	1					0	0	0			1.787148837689
1988	152	80	2	2	2	2		1			0		0			1.87975625660375
1989	152	80	2	2	2	2		1			0				0	1.91005341344187
1990	152	80	2	2	2	1		1			0				0	1.86900704518513
1991	152	80	2	2	2	2	1	1			0				0	1.89927495904826
1992	152	80	2	2	2	2	1	1			0				0	1.84403770114986
1993	152	80	2	1	2	1	1	1			0				0	1.71220666231473
1994	152	80	2	2	2	1	1	1			0				0	1.75845930174059
1995	152	80	2	2	2	1	1	1			0				0	1.80007606297032
1996	152	80	2	2	2	1	1	1			0				0	1.81635052441245
1997	152	80	2	2	2	1	1	1			0				0	1.85018000941693
1998	152	80	2	2	2	1	1	1			0				0	1.84785823743205
1999	152	80	2	2	2	1	1	1			0				0	1.76638224488015
2000	152	80	2	1	2	0	1	1			0				0	1.55743528083346
2001	152	80	2	2	2	1	1	1			0				0	1.44160816863626
2002	152	80	2	1	2	1	2	3			0				0	1.00082301415288
2003	152	80	2	1	2	1	2	2			0				0	0.920470635396467
2004	152	80	2	1	2	0		2			0				0	0.799450511137381
2005	152	80	2	1	2	0	2	3			0				0	0.758655820029913
2006	152	80	2	2	2	0		2			0				0	0.982005013879511
2007	152	80	2	2	2	1	2	2			0				0	1.10489794169374
2008	152	80	2	1	2	1		2			0				0	1.00617441019883
2009	152	80	2	1	2	1		3			0				0	0.875944415362401
2010	152	80	2	1	2	1		2			0				0	0.941778022159178
1949		90										0	0	0		-0.311695851247501
1950		90										0	0	0		-0.37334056465221
1951		90										0	0	0		-0.472671464590592
1952		90										0	0	0		-0.618426496066732
1953		90										0	0	0		-0.833857825831582
1954		90										1	0	1		-1.16146404213122
1955		90										1	0	1		-1.31947735735378
1956		90									0	1	0	0		-1.35588824107439
1957		90									0	1	0	0		-1.38008384576294
1958		90									0	1	0	0		-1.38972358218142
1959		90									0	1	0	0		-1.39844070516148
1960		90									0	1	0	0		-1.40603786477338
1961		90									0	1	0	0		-1.41567843283422
1962		90									0	1	0	0		-1.43482510974739
1963		90									0	1	0	0		-1.46332056947415
1964		90									0	1	0	0		-1.52525159324195
1965		90									0	1	0	0		-1.65380265865218
1966		90									0	1	1	1		-1.92084238915432
1967		90									0	1	1	0		-1.99733695712699
1968		90									0	1	1	0		-2.02666052636211
1969		90									0	1	1	0		-2.04258840021086
1970		90									0	1	1	0		-2.04629124798445
1971		90									0	1	1	0		-2.04589936685386
1972		90									0	1	1	0		-2.04889528400388
1973		90									0	1	1	0		-2.05324041737269
1974		90									0	1	1	0		-2.05307349851973
1975		90									0	1	1	0		-2.06139501076746
1976		90					4	4			0	1	1	0		-2.07448656339123
1977		90					5	3			0	1	1	0		-2.10776905983453
1978		90					5	3			1	1	1	0		-2.27189929144118
1979		90					5	3			1	1	1	0		-2.34046947225297
1980		90					5	4			1	1	1	0		-2.44237577496259
1981	311	90	0	0	0	0	5	4			1	1	1	0		-2.47615254448883
1982	311	90	0	0	0	1	5	4			1	1	1	1		-2.44234233846885
1983	311	90	0	0	1	0	5	4			1	1	1			-2.35767862270602
1984	311	90	0	0	0	0	5	4			1	1	1			-2.29085323078258
1985	311	90	0	0	0	0	5	4	4		1	1	0			-2.04003742652338
1986	311	90	0	0	0	0	4	4	3		1	1	0			-1.83979979868943
1987	311	90	1	1	1	1	4	4	3		1	1	0			-1.64502879359088
1988	311	90	0	1	0	0	4	4	3		1		0			-1.72199683678533
1989	311	90	0	0	1	1	4	4	2		1				1	-1.81880286051437
1990	311	90	0	0	1	0	5	5	4		1				1	-1.9377609224355
1991	311	90	0	0	1	1	4	4	4		0				1	-1.58312787051989
1992	311	90	1	0	1	0	4	4	3		0				1	-1.38889050268564
1993	311	90	1	0	2	1	4	4	3		0				1	-1.28552052780054
1994	311	90	0	0	2	0	4	5	4		0				1	-1.41824304205353
1995	311	90	0	0	2	0	4	5	4	3	0				1	-1.34911869895476
1996	311	90	0	0	2	1	4	4	3	4	0				0	-0.999455089201351
1997	311	90	1	0	2	1	3	3	3		0				0	-0.624465357419968
1998	311	90	2	0	2	1	4	3	3	1	0				0	-0.429476290245624
1999	311	90	1	0	2	1	3	3	3		0				0	-0.359441363450137
2000	311	90	1	0	1	0	3	3		2	0				0	-0.346702438157414
2001	311	90	1	1	2	0	3	3		1	0				0	-0.245013897891802
2002	311	90	1	1	2	0	3	3		1	0				0	-0.160997749245778
2003	311	90	2	1	2	0	3	3		1	0				0	0.0036377584146
2004	311	90	2	1	2	0	2	3		1	0				0	0.0961783109959947
2005	311	90	2	1	2	1	3	4		1	0				0	-0.0177099529500531
2006	311	90	2	1	1	1	4	4			0				0	-0.0916903880943378
2007	311	90	2	1	2	1	4	3			0				0	0.117913684131079
2008	311	90	2	1	2	1	2	3			0				0	0.33189601958374
2009	311	90	2	1	2	1	3	3			0				0	0.334815564655762
2010	311	90	2	1	2	1	3	3			0				0	0.335450155667838
1949		91										0	0	0		0.674632122536333
1950		91										0	0	0		0.712218128411078
1951		91										0	0	0		0.752977835623695
1952		91										0	0	0		0.786901160362968
1953		91										0	0	0		0.81447856744185
1954		91										0	0	0		0.839060761752152
1955		91										0	0	0		0.859845854444046
1956		91									0	0	0	0		0.875745499157161
1957		91									0	0	0	0		0.894402400090914
1958		91									0	0	0	0		0.901107492342697
1959		91									0	0	0	0		0.901947192877433
1960		91									0	0	0	0		0.905073417768948
1961		91									0	0	0	0		0.906454751692187
1962		91									0	0	0	0		0.898502482922283
1963		91									0	0	0	0		0.884907390073668
1964		91									0	0	0	0		0.872391577187059
1965		91									0	0	0	0		0.857524443745759
1966		91									0	0	0	0		0.838711192899007
1967		91									0	0	0	0		0.816031204686915
1968		91									0	0	0	0		0.787238376770962
1969		91									0	0	0	0		0.756580044863394
1970		91									0	0	0	0		0.726120897029628
1971		91									0	0	0	0		0.696804179425875
1972		91									0	0	0	0		0.658930439525908
1973		91									0	0	0	0		0.616617985940932
1974		91									0	0	0	0		0.571843153014425
1975		91									0	0	0	0		0.516764008046798
1976		91						1			0	0	0	0		0.460966734544025
1977		91					2	1			0	0	0	0		0.308961868146188
1978		91						2			0	0	0	0		0.00093494115353657
1979		91					2	2			0	0	0	0		-0.228546532344215
1980		91					4	2			0	0	0	0		-0.613758688297093
1981	326	91	0	1	0	0	4	3			0	0	0	0		-1.00996090478603
1982	326	91	1	1	1	0	4	2			0	1	0	0		-1.0950462659115
1983	326	91	1	1	2	0	4	2			0	1	0			-1.0881991548095
1984	326	91	1	1	2	0	4	3			0	1	0			-1.09874079986242
1985	326	91	2	2	1	0	3	3	2		0	1	0			-0.915463917068958
1986	326	91	2	2	1	0	3	3	2		0	1	0			-0.867797435438876
1987	326	91	1	1	2	0	3	3	3		0	1	0			-0.930151818412046
1988	326	91	1	1	1	0	4	3	3		0		0			-0.926823408172534
1989	326	91	1	1	2	0	3	3	3		0				0	-0.794570690910925
1990	326	91	1	0	2	0	3	3	4		0				0	-0.684945036573979
1991	326	91	2	1	1	1	3	3	3		0				0	-0.451112545779521
1992	326	91	2	1	1	1	3	3	3		0				0	-0.327831751227111
1993	326	91	2	1	2	0	3	3	4		0				0	-0.256409068109909
1994	326	91	2	1	1	1	2	3	3		0				0	-0.0544394038658721
1995	326	91	2	2	1	1	2	3	3	1	0				0	0.0847210173180554
1996	326	91	2	1	2	1	3	2	3		0				0	0.138008561242687
1997	326	91	2	1	2	1	2	2	4	1	0				0	0.207914737167499
1998	326	91	2	1	1	1	2	3	3		0				0	0.0909190268342337
1999	326	91	1	0	2	0	3	3	3	1	0				0	-0.0502142406018235
2000	326	91	2	1	2	1	3	3			0				0	0.0739632537067723
2001	326	91	2	1	2	1	2	3			0				0	0.152614239605147
2002	326	91	2	1	2	1	3	3		1	0				0	0.0880411415758792
2003	326	91	2	0	2	1	4	3			0				0	-0.0273026561204132
2004	326	91	2	1	1	0	3	3		1	0				0	0.00804698051714715
2005	326	91	2	1	1	1	3	3		1	0				0	0.0744470009034152
2006	326	91	1	1	2	1	3	3			0				0	0.0524345116037645
2007	326	91	1	1	1	1	3	3			0				0	-0.0224089377054577
2008	326	91	1	1	1	1	2	3			0				0	-0.103558470275044
2009	326	91	1	1	0	0	4	4			0				0	-0.43712774967984
2010	326	91	1	1	1	0	3	3			0				0	-0.33411402392928
1949		92										0	0	0		0.4108078743204
1950		92										0	0	0		0.428720593203085
1951		92										0	0	0		0.442231461052875
1952		92										0	0	0		0.451771218752768
1953		92										0	0	0		0.452733022219473
1954		92										0	0	0		0.446952385110939
1955		92										0	0	0		0.435857614205269
1956		92									0	0	0	0		0.420786482926807
1957		92									0	0	0	0		0.396485151885204
1958		92									0	0	0	0		0.367817231383859
1959		92									0	0	0	0		0.330253969839299
1960		92									0	0	0	0		0.28569248113228
1961		92									0	0	0	0		0.234978094949172
1962		92									0	0	0	0		0.174717104574063
1963		92									0	0	0	0		0.0983087223252745
1964		92									0	0	0	0		0.019494363145721
1965		92									0	0	0	0		-0.0739628520878693
1966		92									0	0	0	0		-0.187905874505421
1967		92									0	0	0	0		-0.332787826081282
1968		92									0	0	0	0		-0.496482418598897
1969		92									0	0	0	0		-0.719192269376613
1970		92									0	1	0	0		-1.03736752140497
1971		92									0	1	0	0		-1.20603167089299
1972		92									0	1	0	0		-1.29662269050766
1973		92									0	1	0	0		-1.34113621262598
1974		92									0	1	0	0		-1.36590377288043
1975		92									0	1	0	0		-1.37206987446963
1976		92					4	2			0	1	0	0		-1.36677845182191
1977		92					4	3			0	1	0	0		-1.55028022306446
1978		92					5	4			0	1	0	0		-1.81458173125415
1979		92					4	4			0	1	0	0		-1.92773864104057
1980		92					5	4			1	1	1	0		-2.2890967802053
1981	266	92	0	0	0	0	5	4			1	1	1	0		-2.43339731231392
1982	266	92	0	0	0	0	5	4			1	1	1	0		-2.47672411723021
1983	266	92	0	0	0	0	5	4			1	1	1			-2.43226363153534
1984	266	92	0	0	0	0	5	4			1	1	1			-2.35903917591494
1985	266	92	1	0	0	0	4	4	4		1	1	1			-2.16671939158106
1986	266	92	0	0	0	1	5	4	3		1	1	1			-2.11264984213233
1987	266	92	1	1	0	1	5	4	3		1	1	1			-2.00305971309828
1988	266	92	1	0	0	0	5	4	3		1		1			-2.00572485643325
1989	266	92	0	0	0	0	4	4	4		1				0	-1.83674023714096
1990	266	92	0	1	0	0	4	4	4		0				0	-1.48241051614402
1991	266	92	0	1	0	0	4	4	4		0				0	-1.22448364535848
1992	266	92	2	1	1	1	4	4	3		0				0	-0.813781502926748
1993	266	92	1	1	2	1	4	3	3		0				0	-0.479828588270928
1994	266	92	2	1	2	1	3	3	3		0				0	-0.146542261681584
1995	266	92	2	2	2	2	2	3	3	1	0				0	0.130527739531525
1996	266	92	1	1	2	1	3	2	2		0				0	0.20703940600063
1997	266	92	2	2	2	1	2	3	2	1	0				0	0.403187773017146
1998	266	92	2	2	2	0	2	2	2	1	0				0	0.501287584672276
1999	266	92	2	1	2	0	3	3	2		0				0	0.336331127719064
2000	266	92	2	2	2	0	3	3		3	0				0	0.420529718647425
2001	266	92	2	2	2	1	2	2			0				0	0.682645014152684
2002	266	92	2	1	2	1	1	2		1	0				0	0.710724219789849
2003	266	92	2	1	2	0	3	3		1	0				0	0.432947640719624
2004	266	92	2	1	2	0	2	3		1	0				0	0.399287671486907
2005	266	92	2	1	1	1	2	3		1	0				0	0.380915429741076
2006	266	92	2	1	2	0	3	3			0				0	0.285122765996004
2007	266	92	2	1	1	0	3	3			0				0	0.247970090411031
