YEAR	CIRI	COW	DISAP	KILL	POLPRIS	TORT	Amnesty	State	hathaway	ITT	genocide	rummel	massive_repression	executions	killing
1976		500					5				1	1	1	1	
1977		500					5				1	1	1	1	
1978		500					5				1	1	1	0	
1979		500					4	2			1	1	1	0	
1980		500					4	4			1	1	1	0	
1981	650	500	0	0	0	0	5	4			1	1	1	0	
1982	650	500	0	0	0	0	4	5			1	1	1	0	
1983	650	500	0	0	0	0	5	5			1	1	1		
1984	650	500	0	0	0	0	4	4			1	1	1		
1985		500					5	5	4		1	1	1		
1986	650	500	1	0	1	0	4	4	3		1	0	1		
1987	650	500	1	0	0	1	4	4	3		0	0	0		
1988	650	500	2	0	0	0	4	4	3		0		0		
1989	650	500	2	0	0	0	4	4	4		0				0
1990	650	500	2	1	0	0	4	4	4		0				1
1991	650	500	2	2	0	0	4	4	4		0				1
1992	650	500	2	1	2	0	3	3	3		0				0
1993	650	500	2	1	1	0	3	3	3		0				0
1994	650	500	2	1	0	0	3	3	3		0				0
1995	650	500	2	1	1	0	3	4	3	4	0				0
1996	650	500	1	1	0	0	4	3	3	5	0				0
1997	650	500	1	1	1	0	4	3	3	5	0				0
1998	650	500	2	2	1	0	4	3	3	6	0				0
1999	650	500	2	1	0	0	4	3		4	0				0
2000	650	500	2	0	0	0	4	3			0				0
2001	650	500	2	1	0	0	4	3		3	0				0
2002	650	500	2	1	0	0	4	4		5	0				0
2003	650	500	1	1	0	0	4	4		5	0				0
2004	650	500	1	1	0	0	4	4		2	0				0
2005	650	500	1	1	0	0	4	5		5	0				0
2006	650	500	1	0	0	0	4	4			0				0
2007	650	500	2	1	0	0	4	4			0				0
2008	650	500	2	1	0	0	3	4			0				0
2009	650	500	1	1	0	0	3	4			0				0
2010	650	500	2	0	0	0	3	4			0				0
1963		501									0	0	0	0	
1964		501									0	0	0	0	
1965		501									0	0	0	0	
1966		501									0	0	0	0	
1967		501									0	0	0	0	
1968		501									0	0	0	0	
1969		501									0	0	0	0	
1970		501									0	0	0	0	
1971		501									0	0	0	0	
1972		501									0	0	0	0	
1973		501									0	0	0	0	
1974		501									0	0	0	0	
1975		501									0	0	0	0	
1976		501					2	2			0	0	0	0	
1977		501					2	2			0	0	0	0	
1978		501					3	2			0	0	0	0	
1979		501					2	2			0	0	0	0	
1980		501						2			0	0	0	0	
1981	368	501	2	2	1	1	2	2			0	0	0	0	
1982	368	501	2	2	1	1	3	2			0	1	0	0	
1983	368	501	2	2	1	1	3	2			0	0	0		
1984	368	501	2	2	1	1	4	3			0	0	0		
1985	368	501	2	2	1	0	2	2	3		0	0	0		
1986	368	501	2	2	1	1	3	2	3		0	0	0		
1987	368	501	2	2	0	1	3	3	3		0	0	0		
1988	368	501	1	1	1	0	3	2	3		0		0		
1989	368	501	2	1	1	0	2	2	3		0				0
1990	368	501	2	1	1	1	3	3	3		0				0
1991	368	501	2	1	0	0	3	3	3		0				0
1992	368	501	2	0	0	0	4	4	3		0				0
1993	368	501	2	1	1	1	3	4	3		0				0
1994	368	501	1	2	1	0	4	4	3		0				0
1995	368	501	1	2	1	0	4	3	3	6	0				0
1996	368	501	2	1	1	0	3	4	4	6	0				0
1997	368	501	2	1	1	0	4	4	4	6	0				0
1998	368	501	2	0	0	0	3	3	4	6	0				0
1999	368	501	1	0	0	0	3	3	4	6	0				0
2000	368	501	2	0	0	0	3	3		6	0				0
2001	368	501	2	1	0	0	3	3		5	0				0
2002	368	501	2	0	0	0	4	4		6	0				0
2003	368	501	2	0	1	0	3	4		6	0				0
2004	368	501	2	0	2	0	3	3		6	0				0
2005	368	501	2	0	1	0	3	4		6	0				0
2006	368	501	2	0	1	0	3	4			0				0
2007	368	501	2	0	1	0	4	4			0				1
2008	368	501	1	0	1	0	4	4			0				1
2009	368	501	1	0	1	0	3	4			0				0
2010	368	501	2	1	1	0	3	4			0				0
1961		510									0	0	0	0	
1962		510									0	0	0	0	
1963		510									0	0	0	0	
1964		510									0	0	0	1	
1965		510									0	0	0	0	
1966		510									0	0	0	0	
1967		510									0	0	0	0	
1968		510									0	0	0	0	
1969		510									0	0	0	1	
1970		510									0	0	0	0	
1971		510									0	0	0	0	
1972		510									0	0	0	0	
1973		510									0	0	0	0	
1974		510									0	0	0	0	
1975		510									0	0	0	0	
1976		510					4				0	0	0	0	
1977		510					3	3			0	0	0	0	
1978		510					3	2			0	0	0	0	
1979		510					2	2			0	0	0	0	
1980		510					2	2			0	0	0	0	
1981	623	510	1	2	0	2	2	2			0	0	0	0	
1982	623	510	1	2	1	1	2	2			0	0	0	0	
1983	623	510	2	2	2	0		3			0	0	0		
1984	623	510	2	2	1	1	2	3			0	0	0		
1985	623	510	2	2	1	1	2	2	3		0	0	0		
1986	623	510	2	2	1	1	2	2	4		0	0	0		
1987	623	510	2	2	1	1	2	3	3		0	0	0		
1988	623	510	1	1	1	1	2	2	3		0		0		
1989	623	510	2	1	1	1	2	2	4		0				0
1990	623	510	2	1	0	0	2	3	4		0				0
1991	623	510	2	1	0	0	2	2	4		0				0
1992	623	510	2	2	1	2	1	2	4		0				0
1993	623	510	1	1	0	2	2	2	4		0				0
1994	623	510	2	2	1	1	2	2	4		0				0
1995	623	510	2	1	1	1	3	2	4	4	0				0
1996	623	510	2	1	1	1	3	3	4	3	0				0
1997	623	510	2	1	1	0		3	3	3	0				0
1998	623	510	2	2	1	0	3	3	3	1	0				0
1999	623	510	2	1	1	0	2	3	3	4	0				0
2000	623	510	2	0	0	1	3	3		5	0				0
2001	623	510	2	1	0	0	3	3		6	0				1
2002	623	510	2	2	2	1	2	3		6	0				0
2003	623	510	2	1	2	0	3	3		1	0				0
2004	623	510	2	1	0	0	2	3		1	0				0
2005	623	510	2	1	0	0	3	3		5	0				0
2006	623	510	2	1	1	1	2	3			0				0
2007	623	510	2	1	2	0	2	3			0				0
2008	623	510	2	1	1	0	2	3			0				0
2009	623	510	2	1	1	1	2	2			0				0
2010	623	510	2	1	1	1	2	3			0				0
1963		511									0	0	0		
1964		511									0	1	0		
1962		516									0	0	0	1	
1963		516									0	0	0	1	
1964		516									0	0	0	0	
1965		516									1	1	1	1	
1966		516									1	0	1	0	
1967		516									1	0	1	0	
1968		516									1	0	1	0	
1969		516									1	0	1	1	
1970		516									1	0	1	0	
1971		516									1	0	1	0	
1972		516									1	1	1	0	
1973		516									1	0	1	0	
1974		516									0	0	0	0	
1975		516									0	0	0	0	
1976		516					2				0	0	0	0	
1977		516						2			0	0	0	0	
1978		516						2			0	0	0	0	
1979		516					2	2			0	0	0	0	
1980		516					2	2			0	0	0	0	
1981	185	516	2	1	1	2		2			0	0	0	0	
1982	185	516	2	2	2	2		2			0	0	0	0	
1983	185	516	2	2	1	1	2	2			0	0	0		
1984	185	516	2	1	0	1	2	2			0	0	0		
1985	185	516	2	2	1	1	3	2	2		0	0	0		
1986	185	516	2	2	0	1	3	3	2		0	0	0		
1987	185	516	2	2	1	1	2	2	2		0	0	0		
1988	185	516	1	0	1	1	4	4	3		1		0		
1989	185	516	1	2	1	1	2	2	3		0				0
1990	185	516	2	1	0	1	2	2	2		0				0
1991	185	516	0	0	0	0	5	4	2		0				0
1992	185	516	2	2	0	1	4	4	4		0				0
1993		516					5	5	3		1				0
1994		516					5	5	3		0				0
1995		516					5	5	3		0				1
1996	185	516	0	0	0	1	5	5	2	6	0				1
1997	185	516	0	0	0	0	5	5	3	6	0				1
1998	185	516	0	0	0	0	5	5	3	6	0				1
1999	185	516	0	0	0	1	5	5	3	6	0				1
2000	185	516	1	0	0	0	4	5		4	0				1
2001	185	516	1	0	0	0	5	5		4	0				0
2002	185	516	0	0	0	0	5	5		5	0				1
2003	185	516	0	0	0	0	4	4		6	0				1
2004	185	516	0	0	0	0	4	5		6	0				1
2005	185	516	2	1	0	0	4	5		3	0				1
2006	185	516	1	0	0	0	4	4			0				0
2007	185	516	2	1	0	0	4	4			0				0
2008	185	516	1	0	0	0	4	4			0				0
2009	185	516	2	1	0	0	3	3			0				0
2010	185	516	1	1	0	0	3	4			0				0
1962		517									0	1	0	0	
1963		517									1	1	1	1	
1964		517									1	1	1	0	
1965		517									0	1	0	0	
1966		517									0	1	0	0	
1967		517									0	1	0	0	
1968		517									0	1	0	0	
1969		517									0	1	0	0	
1970		517									0	1	0	0	
1971		517									0	1	0	0	
1972		517									0	1	0	0	
1973		517									0	1	0	0	
1974		517									0	0	0	0	
1975		517									0	0	0	0	
1976		517					2				0	0	0	0	
1977		517						2			0	0	0	0	
1978		517						1			0	0	0	0	
1979		517						2			0	0	0	0	
1980		517									0	0	0	0	
1981	533	517	2	2	2	2	2	1			0	0	0	0	
1982	533	517	2	2	2	1	3	1			0	0	0	0	
1983	533	517	2	2	2	1	2	1			0	0	0		
1984	533	517	2	2	2	2	2				0	0	0		
1985	533	517	2	2	1	1		2	3		0	0	0		
1986	533	517	2	2	0	1	3	2	1		0	0	0		
1987	533	517	2	2	0	2	2	1	1		0	0	0		
1988	533	517	2	2	1	2	2	1	1		0		0		
1989	533	517	2	2	1	1	2	2	1		0				0
1990	533	517	2	1	0	0	5	4	2		0				1
1991	533	517	1	0	0	0	5	4	4		0				1
1992	533	517	1	0	0	1	4		3		0				1
1993	533	517	1	0	0	0	4	4	4		0				1
1994	533	517	0	0	0	0	5	5	5		1				1
1995	533	517	0	0	0	0	5	5	2	5	0				1
1996	533	517	1	0	0	0	5	5	2	5	0				1
1997	533	517	0	0	0	0	5	5	3	6	0				1
1998	533	517	0	0	2	0	5	5	3	6	0				0
1999	533	517	1	0	2	0	5	4	3	6	0				0
2000	533	517	1	0	1	0	4	4		6	0				0
2001	533	517	1	1	1	0	5	4		6	0				0
2002	533	517	1	1	1	0	4	4		4	0				0
2003	533	517	1	1	0	0	3	4		5	0				0
2004	533	517	1	1	0	0	3	4		1	0				0
2005	533	517	2	1	1	0	2	3		5	0				0
2006	533	517	2	1	1	0	2	3			0				0
2007	533	517	2	1	1	1	3	3			0				0
2008	533	517	2	1	0	1	2	2			0				0
2009	533	517	2	0	0	1	2	3			0				1
2010	533	517	1	1	0	1	3	2			0				0
1960		520									0	0	0	0	
1961		520									0	0	0	0	
1962		520									0	0	0	0	
1963		520									0	0	0	0	
1964		520									0	0	0	0	
1965		520									0	0	0	0	
1966		520									0	0	0	0	
1967		520									0	0	0	0	
1968		520									0	0	0	0	
1969		520									0	0	0	0	
1970		520									0	0	0	1	
1971		520									0	0	0	0	
1972		520									0	0	0	0	
1973		520									0	0	0	0	
1974		520									0	0	0	0	
1975		520									0	0	0	0	
1976		520					2				0	0	0	0	
1977		520					3	2			0	0	0	0	
1978		520					3	2			0	0	0	1	
1979		520					3	3			0	0	0	0	
1980		520					3	3			0	0	0	0	
1981	584	520	2	1	0	1	3	2			0	0	0	0	
1982	584	520	2	1	0	0	3	2			0	0	0	0	
1983	584	520	2	2	0	0	3	3			0	0	0		
1984	584	520	2	1	1	1	3	3			0	0	0		
1985	584	520	2	1	0	0	3	3	3		0	0	0		
1986	584	520	2	1	0	0	4	3	3		0	0	0		
1987	584	520	2	1	0	0	4	3	4		0	0	0		
1988	584	520	0	0	0	0	5	4	4		1		0		
1989	584	520	0	0	0	0	5	5	3		1				1
1990	584	520	2	0	0	1	5	5	3		1				0
1991		520					5	5	3		1				1
1992		520					5	5	4		0				0
1993		520					4	5	3		0				0
1994		520					5	5	3		0				0
1995		520					5	4			0				0
1996		520					4	5			0				0
1997		520					4	3			0				0
1998		520					4	3			0				0
1999		520					4	4			0				0
2000		520					4	4			0				0
2001		520					4	4			0				0
2002		520					4	4			0				0
2003		520					4	4			0				0
2004		520					4	4			0				0
2005		520					4	4			0				0
2006		520					4	4			0				0
2007		520					5	5			0				0
2008		520					5	5			0				0
2009		520					5	4			0				0
2010		520					5	4			0				0
1977		522									0	0	0		
1978		522					3	2			0	0	0		
1979		522					3	2			0	0	0		
1980		522					2	2			0	0	0		
1981		522					2	1			0	0	0		
1982		522					1	2			0	0	0		
1983		522					2	2			0	0	0		
1984		522					2	1			0	0	0		
1985		522						2	3		0	0	0		
1986		522						1	2		0	0	0		
1987		522					1	2	1		0	0	0		
1988		522					2	1	2		0		0		
1989		522					2	2	3		0				0
1990		522					2	2	3		0				0
1991		522					3	3	4		0				0
1992		522					3	3	3		0				0
1993		522						4	3		0				0
1994		522					4	3	2		0				0
1995		522						2	2		0				0
1996		522					2	2	3		0				0
1997		522					2	2	3		0				0
1998		522					3	4	4		0				0
1999		522					3	3	4		0				0
2000		522						2			0				0
2001	248	522	2	1	2	1		3			0				0
2002		522						2			0				0
2003	248	522	2	1	1	0		3			0				0
2004	248	522	2	1	1	1		2			0				0
2005	248	522	2	1	1	1		2			0				0
2006	248	522	2	2	1	1		3			0				0
2007	248	522	2	2	1	1		3			0				0
2008	248	522	2	2	2	1		2			0				0
2009	248	522	2	2	1	1	1	2			0				0
2010	248	522	2	2	2	1		2			0				0
1949		530										0	0	0	
1950		530										0	0	0	
1951		530										0	0	0	
1952		530										0	0	0	
1953		530										0	0	0	
1954		530										0	0	0	
1955		530										0	0	0	
1956		530									0	0	0	0	
1957		530									0	0	0	0	
1958		530									0	0	0	0	
1959		530									0	0	0	0	
1960		530									0	0	0	1	
1961		530									0	0	0	1	
1962		530									0	0	0	0	
1963		530									0	0	0	0	
1964		530									0	0	0	0	
1965		530									0	0	0	0	
1966		530									0	0	0	0	
1967		530									0	0	0	0	
1968		530									0	0	0	0	
1969		530									0	0	0	0	
1970		530									0	0	0	0	
1971		530									0	0	0	0	
1972		530									0	0	0	0	
1973		530									0	0	0	0	
1974		530									0	1	1	1	
1975		530									0	1	1	1	
1976		530					5	4			1	1	1	1	
1977		530					5	4			1	1	1	1	
1978		530					5	5			1	1	1	0	
1979		530					4	4			1	1	1	0	
1980		530					4	5			0	1	0	1	
1981	278	530	0	0	0	0	4	4			0	1	0	0	
1982	278	530	0	0	0	0	4	4			0	1	0	0	
1983	278	530	0	0	0	0	4	4			0	1	0		
1984	278	530	1	0	0	1	3	4			0	1	1		
1985	278	530	1	1	1	0	4	4	4		0	1	1		
1986	278	530	1	0	0	0	4	5	4		0	1	0		
1987	278	530	1	0	0	0	4	5	4		0	1	0		
1988	278	530	1	0	0	0	5	5	3		0		0		
1989	278	530	1	0	0	0	4	4	4		0				1
1990	278	530	0	0	0	0	4	4	4		0				1
1991		530					4	4	5		0				1
1992	278	530	2	0	0	1	4	3	2		0				0
1993	278	530	1	1	1	1	4	3	2		0				1
1994	278	530	0	0	0	0	4	4	3		0				0
1995	278	530	0	0	0	0	3	4	2	2	0				0
1996	278	530	0	1	0	0	4	2	2		0				0
1997	278	530	2	2	0	0	4	3	3		0				0
1998	278	530	2	2	0	1	5	4	3	3	0				0
1999	278	530	1	1	1	0	5	4	2		0				0
2000	278	530	1	0	0	1	4	3		4	0				0
2001	278	530	2	1	0	0	4	3		3	0				0
2002	278	530	2	0	0	0	4	4		3	0				1
2003	278	530	0	1	0	0	4	4			0				1
2004	278	530	1	0	0	0	4	4		1	0				1
2005	278	530	0	0	0	0	4	4		1	0				0
2006	278	530	0	1	0	0	3	4			0				1
2007	278	530	1	0	0	0	4	4			0				1
2008	278	530	1	1	0	0	3	4			0				1
2009	278	530	2	1	0	0	3	4			0				0
2010	278	530	1	1	0	0	3	4			0				0
1993	272	531	1	2	0	2	2	1	1		0				0
1994	272	531	2	2	0	2	2	1	2		0				0
1995	272	531	2	2	0	2	2	1	2		0				0
1996	272	531	1	1	0	2	2	1	1	1	0				0
1997	272	531	2	1	0	2	3	2	2	1	0				0
1998	272	531	2	1	1	2	5	4	2		0				0
1999	272	531	1	1	0	2	4	3	2		0				0
2000	272	531	2	2	1	1	4	2		4	0				0
2001	272	531	1	2	0	1	3	3		1	0				0
2002	272	531	2	2	0	1	3	2		3	0				0
2003	272	531	1	2	0	0	3	3		5	0				0
2004	272	531	2	2	0	0	4	3		6	0				0
2005	272	531	2	0	0	0	3	3		3	0				0
2006	272	531	1	1	0	0	4	4			0				0
2007	272	531	1	1	0	0	4	4			0				0
2008	272	531	0	0	0	0	3	4			0				0
2009	272	531	1	1	0	0	4	4			0				0
2010	272	531	0	0	0	0	4	4			0				0
1975		540									1	0	0	1	
1976		540					3				1	0	0	1	
1977		540									1	0	0	1	
1978		540					3				1	1	0	0	
1979		540					3	2			1	1	0	0	
1980		540					3	3			1	1	0	1	
1981	113	540	2	1	0	2	3	3			1	1	0	0	
1982	113	540	2	0	0	0	3	3			1	1	0	0	
1983	113	540	2	0	0	0	3	5			1	1	0		
1984	113	540	2	0	0	1	3	3			1	1	0		
1985	113	540	2	1	0	2	3	5	3		1	1	0		
1986	113	540	2	1	0	1	4	5	3		1	1	0		
1987	113	540	2	0	0	1	4	5	3		1	1	0		
1988	113	540	2	1	0	1	4	4	3		1		0		
1989	113	540	1	0	0	0	4	4	3		1				0
1990	113	540	1	0	1	1	4	4	3		1				0
1991	113	540	0	0	0	1	3	3	3		1				0
1992		540					4	5	4		1				0
1993	113	540	1	0	0	1	5	5	2		1				0
1994	113	540	1	0	1	0	5	5	2		1				0
1995	113	540	0	1	0	0	4	5	2		0				0
1996	113	540	0	0	0	0	4	5	2		0				0
1997	113	540	0	0	0	0	4	4	4		0				1
1998	113	540	0	0	1	0	5	5	4		1				1
1999	113	540	0	0	2	0	5	5	5	3	1				0
2000	113	540	0	0	1	0	4	5			1				0
2001	113	540	0	0	1	0	5	4		1	1				0
2002	113	540	0	0	2	0	3	4		6	1				0
2003	113	540	1	0	2	0	4	4		3	0				1
2004	113	540	1	0	2	0	4	4			0				0
2005	113	540	1	1	1	0	3	4			0				0
2006	113	540	2	1	1	0	3	3			0				0
2007	113	540	1	0	1	0	3	4			0				0
2008	113	540	1	1	1	0	3	3			0				0
2009	113	540	1	1	0	0	3	4			0				0
2010	113	540	2	1	1	0	3	3			0				0
1975		541									0	1	0	0	
1976		541					4				0	1	0	0	
1977		541					3	3			0	1	0	0	
1978		541					3	3			0	1	0	0	
1979		541					3	3			0	1	0	1	
1980		541					3	3			0	1	0	0	
1981	464	541	2	0	1	1	3	2			0	1	0	1	
1982	464	541	1	0	0	0	3	3			0	1	0	0	
1983	464	541	2	1	0	0	3	5			0	1	0		
1984	464	541	1	0	0	1	3	3			0	1	0		
1985	464	541	1	0	0	0	4	5	4		0	1	0		
1986	464	541	2	0	0	0	4	5	3		0	1	0		
1987	464	541	2	0	0	0	4	5	3		0	1	0		
1988	464	541	2	1	0	0	3	4	4		0		0		
1989	464	541	1	1	0	0	3	4	4		0				0
1990	464	541	2	1	1	0	3	4	3		0				0
1991	464	541	2	1	0	0	3	4	3		0				0
1992	464	541	1	1	0	0	4	5	3		0				0
1993	464	541	2	2	1	1	3	4	3		0				0
1994	464	541	1	1	1	0	3	3	4		0				0
1995	464	541	2	1	2	0	2	3	4	6	0				0
1996	464	541	2	1	1	0	3	3	4	5	0				0
1997	464	541	1	1	1	0	2	3	4	4	0				0
1998	464	541	2	1	1	0	3	3	4	6	0				0
1999	464	541	1	1	1	0	2	2	3	4	0				0
2000	464	541	1	0	1	0	3	3		6	0				0
2001	464	541	2	1	1	1	3	3		4	0				0
2002	464	541	2	1	1	0	2	3		6	0				0
2003	464	541	2	1	2	0	2	3		2	0				0
2004	464	541	2	1	1	0	3	3		6	0				0
2005	464	541	2	1	1	1	3	3		5	0				0
2006	464	541	2	1	1	1	3	3			0				0
2007	464	541	2	1	1	0	3	3			0				0
2008	464	541	2	1	1	1	3	3			0				0
2009	464	541	2	1	1	1	3	3			0				0
2010	464	541	2	1	2	0	4	3			0				0
1964		551									0	0	0	0	
1965		551									0	0	0	0	
1966		551									0	0	0	0	
1967		551									0	0	0	0	
1968		551									0	0	0	0	
1969		551									0	0	0	0	
1970		551									0	0	0	0	
1971		551									0	0	0	0	
1972		551									0	0	0	0	
1973		551									0	0	0	0	
1974		551									0	0	0	0	
1975		551									0	0	0	0	
1976		551					3				0	0	0	0	
1977		551						2			0	0	0	0	
1978		551						3			0	0	0	0	
1979		551					2	3			0	0	0	0	
1980		551					3	3			0	0	0	0	
1981	695	551	2	1	0	1	3	3			0	0	0	0	
1982	695	551	1	2	1	1	3	3			0	0	0	0	
1983	695	551	2	0	1	1	3	2			0	0	0		
1984	695	551	2	1	1	1	2	2			0	0	0		
1985	695	551	2	2	1	1	2	2	3		0	0	0		
1986	695	551	2	2	1	1	3	3	3		0	0	0		
1987	695	551	2	1	0	1	3	2	3		0	0	0		
1988	695	551	2	1	1	1	2	3	3		0		0		
1989	695	551	2	1	1	0	2	2	3		0				0
1990	695	551	2	1	1	0	3	3	3		0				0
1991	695	551	2	0	1	1	1	2	2		0				0
1992	695	551	2	2	2	1	3	2	4		0				0
1993	695	551	2	1	1	0	3	3	4		0				0
1994	695	551	2	2	1	1	2	3	4		0				0
1995	695	551	2	2	1	1	2	3	4	1	0				0
1996	695	551	1	1	1	0	2	3	3	5	0				0
1997	695	551	1	1	1	0	3	3	3	4	0				0
1998	695	551	2	2	0	0	4	3	3	5	0				0
1999	695	551	2	1	2	0	2	2	3	5	0				0
2000	695	551	2	1	2	0	3	2		4	0				0
2001	695	551	2	1	2	0	3	3		5	0				0
2002	695	551	2	1	2	0	3	3		4	0				0
2003	695	551	2	1	2	0	3	3		4	0				0
2004	695	551	2	1	1	0	3	3		4	0				0
2005	695	551	2	1	1	0	3	3		4	0				0
2006	695	551	2	1	1	0	3	3			0				0
2007	695	551	2	1	2	0	2	3			0				0
2008	695	551	2	1	1	0		3			0				0
2009	695	551	2	1	1	0		3			0				0
2010	695	551	2	1	1	0		4			0				0
1965		552									0	0	0	0	
1966		552									0	0	0	0	
1967		552									0	0	0	0	
1968		552									0	0	0	1	
1969		552									0	0	0	0	
1970		552									0	1	0	0	
1971		552									0	1	0	0	
1972		552									0	1	0	1	
