"YEAR","CIRI","COW","DISAP","KILL","POLPRIS","TORT","Amnesty","State","hathaway","ITT","DISAP","KILL","POLPRIS","TORT","Amnesty","State","hathaway","ITT","V9"
1984,NA,680,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,2,3,NA,NA,-0.737146185533901
1985,NA,680,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,3,3,3,NA,-0.961602129214179
1986,NA,680,NA,NA,NA,NA,4,5,3,NA,NA,NA,NA,NA,4,5,3,NA,-1.21250215212803
1987,NA,680,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,3,3,3,NA,-1.00667123040017
1988,NA,680,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,3,3,3,NA,-0.930026985316645
1989,NA,680,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,-0.903600816326853
1990,NA,680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.905042668709911
1976,NA,690,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1.05760697386367
1977,NA,690,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1.04371941235795
1978,NA,690,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.998418847221398
1979,NA,690,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.928593252083014
1980,NA,690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.795129636383283
1981,380,690,2,1,2,1,NA,1,NA,NA,2,1,2,1,NA,1,NA,NA,0.655643328818383
1982,380,690,2,2,2,2,NA,1,NA,NA,2,2,2,2,NA,1,NA,NA,0.625460476023822
1983,380,690,2,1,2,1,3,1,NA,NA,2,1,2,1,3,1,NA,NA,0.300683548367056
1984,380,690,2,1,2,0,2,NA,NA,NA,2,1,2,0,2,NA,NA,NA,0.0600212966374264
1985,380,690,2,1,2,0,3,2,2,NA,2,1,2,0,3,2,2,NA,-0.103795458576796
1986,380,690,2,2,1,1,2,2,3,NA,2,2,1,1,2,2,3,NA,-0.0565098045642419
1987,380,690,2,1,2,0,2,2,3,NA,2,1,2,0,2,2,3,NA,-0.0832394613341185
1988,380,690,2,2,1,1,1,2,3,NA,2,2,1,1,1,2,3,NA,-0.0908818259649727
1989,380,690,2,2,1,1,2,2,3,NA,2,2,1,1,2,2,3,NA,-0.425816841380912
1990,NA,690,NA,NA,NA,NA,5,5,4,NA,NA,NA,NA,NA,5,5,4,NA,-1.1717745050772
1991,380,690,0,2,0,0,4,5,4,NA,0,2,0,0,4,5,4,NA,-1.26782413927977
1992,380,690,2,2,0,1,3,NA,3,NA,2,2,0,1,3,NA,3,NA,-0.834566849120421
1993,380,690,2,1,0,1,3,3,3,NA,2,1,0,1,3,3,3,NA,-0.645058967288719
1994,380,690,2,2,0,2,3,2,3,NA,2,2,0,2,3,2,3,NA,-0.368018669771703
1995,380,690,2,2,0,1,3,2,2,6,2,2,0,1,3,2,2,6,-0.308069227950886
1996,380,690,0,2,0,0,2,2,2,6,0,2,0,0,2,2,2,6,-0.254284671100018
1997,380,690,2,2,0,1,2,2,2,6,2,2,0,1,2,2,2,6,-0.0219560180998982
1998,380,690,2,2,0,1,2,2,2,6,2,2,0,1,2,2,2,6,0.179653938283853
1999,380,690,2,2,0,1,2,1,2,1,2,2,0,1,2,1,2,1,0.456906731522952
2000,380,690,2,2,0,1,2,1,NA,1,2,2,0,1,2,1,NA,1,0.511226828293587
2001,380,690,2,2,1,1,2,1,NA,6,2,2,1,1,2,1,NA,6,0.466577951958616
2002,380,690,2,2,1,1,2,2,NA,6,2,2,1,1,2,2,NA,6,0.326597461356441
2003,380,690,2,2,1,1,2,2,NA,6,2,2,1,1,2,2,NA,6,0.296220703093207
2004,380,690,2,2,1,1,2,2,NA,1,2,2,1,1,2,2,NA,1,0.324530143220686
2005,380,690,2,1,1,1,2,2,NA,1,2,1,1,1,2,2,NA,1,0.311888819436954
2006,380,690,2,2,2,1,2,2,NA,NA,2,2,2,1,2,2,NA,NA,0.435653821612627
2007,380,690,2,2,1,1,2,2,NA,NA,2,2,1,1,2,2,NA,NA,0.465478055021008
2008,380,690,2,2,1,1,1,2,NA,NA,2,2,1,1,1,2,NA,NA,0.501260787235288
2009,380,690,2,2,1,1,2,2,NA,NA,2,2,1,1,2,2,NA,NA,0.389743439425958
2010,380,690,2,2,1,1,2,2,NA,NA,2,2,1,1,2,2,NA,NA,0.34998665827352
1976,NA,692,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,3,2,NA,NA,-0.287470952597283
1977,NA,692,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,3,2,NA,NA,-0.30601834342747
1978,NA,692,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,3,2,NA,NA,-0.323186050756183
1979,NA,692,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,3,2,NA,NA,-0.329403954244909
1980,NA,692,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,3,2,NA,NA,-0.344080283131025
1981,137,692,2,1,1,1,3,2,NA,NA,2,1,1,1,3,2,NA,NA,-0.42640445111557
1982,137,692,1,2,1,1,3,3,NA,NA,1,2,1,1,3,3,NA,NA,-0.591283212669029
1983,137,692,2,2,1,0,3,3,NA,NA,2,2,1,0,3,3,NA,NA,-0.610964717306014
1984,137,692,1,2,0,1,3,3,NA,NA,1,2,0,1,3,3,NA,NA,-0.59262953591618
1985,137,692,2,2,0,1,3,2,2,NA,2,2,0,1,3,2,2,NA,-0.400360606229943
1986,137,692,2,2,0,2,3,2,3,NA,2,2,0,2,3,2,3,NA,-0.38584497812514
1987,137,692,2,2,0,1,3,3,3,NA,2,2,0,1,3,3,3,NA,-0.511172393932756
1988,137,692,2,2,1,1,3,3,3,NA,2,2,1,1,3,3,3,NA,-0.5511423011502
1989,137,692,2,2,1,0,3,3,3,NA,2,2,1,0,3,3,3,NA,-0.589470275135848
1990,137,692,2,2,0,1,3,3,3,NA,2,2,0,1,3,3,3,NA,-0.463197365112845
1991,137,692,2,2,0,2,3,2,3,NA,2,2,0,2,3,2,3,NA,-0.247609733648434
1992,137,692,2,2,0,2,2,2,3,NA,2,2,0,2,2,2,3,NA,-0.118960673936969
1993,137,692,2,2,0,1,2,2,5,NA,2,2,0,1,2,2,5,NA,-0.208132811595982
1994,137,692,2,2,1,1,3,2,4,NA,2,2,1,1,3,2,4,NA,-0.410722024819909
1995,137,692,2,1,1,0,4,3,3,NA,2,1,1,0,4,3,3,NA,-0.769285938753313
1996,137,692,2,1,0,0,4,2,4,NA,2,1,0,0,4,2,4,NA,-0.826864934714483
1997,137,692,2,2,0,1,2,3,4,NA,2,2,0,1,2,3,4,NA,-0.667729984670231
1998,137,692,2,1,0,0,2,3,NA,NA,2,1,0,0,2,3,NA,NA,-0.581394142898156
1999,137,692,2,2,0,1,2,3,NA,NA,2,2,0,1,2,3,NA,NA,-0.338855891802531
2000,137,692,2,1,0,0,2,3,NA,NA,2,1,0,0,2,3,NA,NA,-0.153219481581605
2001,137,692,2,2,1,1,1,1,NA,NA,2,2,1,1,1,1,NA,NA,0.477294361106622
2002,137,692,2,2,2,1,2,2,NA,NA,2,2,2,1,2,2,NA,NA,0.697320319220011
2003,137,692,2,2,2,1,1,1,NA,NA,2,2,2,1,1,1,NA,NA,1.00418395860103
2004,137,692,2,2,1,1,1,1,NA,NA,2,2,1,1,1,1,NA,NA,1.02477584467122
2005,137,692,2,2,1,1,2,1,NA,NA,2,2,1,1,2,1,NA,NA,0.868379350249296
2006,137,692,2,2,1,1,2,1,NA,NA,2,2,1,1,2,1,NA,NA,0.74759048396032
2007,137,692,2,2,1,1,2,2,NA,NA,2,2,1,1,2,2,NA,NA,0.570817305983145
2008,137,692,2,2,1,1,2,2,NA,NA,2,2,1,1,2,2,NA,NA,0.472408746019491
2009,137,692,2,2,2,1,2,1,NA,NA,2,2,2,1,2,1,NA,NA,0.463471856966604
2010,137,692,2,2,1,0,2,3,NA,NA,2,2,1,0,2,3,NA,NA,0.101042792854286
1976,NA,694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.74763568220798
1977,NA,694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.805353439607266
1978,NA,694,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.857021763954324
1979,NA,694,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.871513744920013
1980,NA,694,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.801058961783174
1981,NA,694,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.656405265131715
1982,NA,694,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0.417085478912179
1983,NA,694,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0.297881446258064
1984,NA,694,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0.297231009423692
1985,NA,694,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,2,2,NA,0.360133327826822
1986,NA,694,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,2,2,NA,0.503690487432375
1987,NA,694,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,0.786209831382853
1988,NA,694,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,1,3,NA,0.835193640548834
1989,NA,694,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,1,2,NA,0.92075894826398
1990,NA,694,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,0.957049877474624
1991,NA,694,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,2,2,NA,0.865422382054475
1992,NA,694,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,1,1,NA,1.12311126286427
1993,NA,694,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,1,1,NA,1.22580740916464
1994,NA,694,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA,2,1,1,NA,1.20077257874075
1995,NA,694,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,1,1,1.25246214882541
1996,NA,694,NA,NA,NA,NA,2,1,1,1,NA,NA,NA,NA,2,1,1,1,1.16139078872031
1997,NA,694,NA,NA,NA,NA,2,1,1,1,NA,NA,NA,NA,2,1,1,1,1.16042786145867
1998,NA,694,NA,NA,NA,NA,2,1,1,1,NA,NA,NA,NA,2,1,1,1,1.16093409717006
1999,NA,694,NA,NA,NA,NA,2,1,1,1,NA,NA,NA,NA,2,1,1,1,1.11126470801772
2000,NA,694,NA,NA,NA,NA,1,2,NA,1,NA,NA,NA,NA,1,2,NA,1,1.02123615325932
2001,524,694,2,2,2,1,2,1,NA,1,2,2,2,1,2,1,NA,1,1.11505860064487
2002,NA,694,NA,NA,NA,NA,2,1,NA,1,NA,NA,NA,NA,2,1,NA,1,1.29519319360862
2003,524,694,2,2,2,2,1,1,NA,1,2,2,2,2,1,1,NA,1,1.45240273709484
2004,524,694,2,2,2,2,NA,1,NA,1,2,2,2,2,NA,1,NA,1,1.3884028043666
2005,524,694,2,2,1,2,2,1,NA,1,2,2,1,2,2,1,NA,1,1.14557700974781
2006,524,694,2,2,1,1,2,1,NA,NA,2,2,1,1,2,1,NA,NA,0.950561054066405
2007,524,694,2,2,1,0,2,2,NA,NA,2,2,1,0,2,2,NA,NA,0.828149827049737
2008,524,694,2,2,2,2,2,1,NA,NA,2,2,2,2,2,1,NA,NA,1.10890780325953
2009,524,694,2,2,2,2,2,1,NA,NA,2,2,2,2,2,1,NA,NA,1.26288042128454
2010,524,694,2,2,2,2,1,1,NA,NA,2,2,2,2,1,1,NA,NA,1.44590043865694
1976,NA,696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.36388115953271
1977,NA,696,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1.46159304272943
1978,NA,696,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1.54692196614981
1979,NA,696,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1.63224435749007
1980,NA,696,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1.71299904023793
1981,656,696,2,2,2,2,NA,1,NA,NA,2,2,2,2,NA,1,NA,NA,1.78779587943306
1982,656,696,2,2,2,2,NA,1,NA,NA,2,2,2,2,NA,1,NA,NA,1.82874685529048
1983,656,696,2,2,2,2,NA,1,NA,NA,2,2,2,2,NA,1,NA,NA,1.83412626553202
1984,656,696,2,2,2,2,1,1,NA,NA,2,2,2,2,1,1,NA,NA,1.81261848816365
1985,656,696,2,2,2,2,1,1,1,NA,2,2,2,2,1,1,1,NA,1.67867143638682
1986,656,696,2,2,2,2,1,1,1,NA,2,2,2,2,1,1,1,NA,1.43323266668787
1987,656,696,2,2,1,0,2,1,1,NA,2,2,1,0,2,1,1,NA,1.02841789571531
1988,656,696,2,2,1,1,2,1,3,NA,2,2,1,1,2,1,3,NA,0.764925117930367
1989,656,696,2,2,2,1,2,1,3,NA,2,2,2,1,2,1,3,NA,0.683720065391108
1990,656,696,2,2,1,1,2,1,3,NA,2,2,1,1,2,1,3,NA,0.586233698013188
1991,656,696,2,2,1,1,2,2,1,NA,2,2,1,1,2,2,1,NA,0.549629257565082
1992,656,696,2,2,1,2,1,2,1,NA,2,2,1,2,1,2,1,NA,0.769361187098915
1993,656,696,2,2,1,2,1,1,1,NA,2,2,1,2,1,1,1,NA,1.04210257041427
1994,656,696,2,2,2,2,1,1,1,NA,2,2,2,2,1,1,1,NA,1.15346153193647
1995,656,696,2,2,1,2,2,1,1,1,2,2,1,2,2,1,1,1,0.943456116226279
1996,656,696,2,2,1,2,2,1,2,1,2,2,1,2,2,1,2,1,0.685488483001212
1997,656,696,2,1,0,1,2,2,2,1,2,1,0,1,2,2,2,1,0.409549870679235
1998,656,696,2,2,1,1,2,2,2,1,2,2,1,1,2,2,2,1,0.483803551873199
1999,656,696,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,1,0.704982367388663
2000,656,696,2,2,2,1,2,1,NA,1,2,2,2,1,2,1,NA,1,0.610019603209729
2001,656,696,1,2,1,1,2,2,NA,NA,1,2,1,1,2,2,NA,NA,0.332906969770409
2002,656,696,2,2,0,2,3,2,NA,1,2,2,0,2,3,2,NA,1,0.333425940476798
2003,656,696,2,2,2,2,2,2,NA,1,2,2,2,2,2,2,NA,1,0.471986969449347
2004,656,696,1,2,2,1,2,2,NA,1,1,2,2,1,2,2,NA,1,0.416056438767219
2005,656,696,2,2,1,1,2,2,NA,1,2,2,1,1,2,2,NA,1,0.440127285438286
2006,656,696,2,2,1,2,2,2,NA,NA,2,2,1,2,2,2,NA,NA,0.50500818010522
2007,656,696,2,2,1,1,2,2,NA,NA,2,2,1,1,2,2,NA,NA,0.529807794279528
2008,656,696,2,2,2,1,2,2,NA,NA,2,2,2,1,2,2,NA,NA,0.607368617672798
2009,656,696,2,2,2,1,2,1,NA,NA,2,2,2,1,2,1,NA,NA,0.729727945294374
2010,656,696,2,2,1,1,1,2,NA,NA,2,2,1,1,1,2,NA,NA,0.69757622725688
1976,NA,698,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,0.678500136338671
1977,NA,698,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.522904316609215
1978,NA,698,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0.275413302563716
1979,NA,698,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0.195017389426009
1980,NA,698,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0.188431314099621
1981,494,698,2,2,1,2,NA,2,NA,NA,2,2,1,2,NA,2,NA,NA,0.256192061682913
1982,494,698,2,2,1,2,NA,2,NA,NA,2,2,1,2,NA,2,NA,NA,0.341566796305195
1983,494,698,2,2,2,2,NA,2,NA,NA,2,2,2,2,NA,2,NA,NA,0.448938876411795
1984,494,698,2,2,2,2,NA,2,NA,NA,2,2,2,2,NA,2,NA,NA,0.546330981827135
1985,494,698,2,2,2,1,NA,2,1,NA,2,2,2,1,NA,2,1,NA,0.595816725533006
1986,494,698,2,2,2,2,NA,2,1,NA,2,2,2,2,NA,2,1,NA,0.690441915397748
1987,494,698,2,2,1,2,NA,2,1,NA,2,2,1,2,NA,2,1,NA,0.74088047822184
1988,494,698,2,2,2,2,NA,1,2,NA,2,2,2,2,NA,1,2,NA,0.856602023151591
1989,494,698,2,2,2,1,NA,2,2,NA,2,2,2,1,NA,2,2,NA,0.771278422741617
1990,494,698,2,2,2,1,NA,1,1,NA,2,2,2,1,NA,1,1,NA,0.914397623307406
1991,494,698,2,2,2,1,NA,1,2,NA,2,2,2,1,NA,1,2,NA,0.902887488476317
1992,494,698,2,2,2,2,NA,NA,1,NA,2,2,2,2,NA,NA,1,NA,0.905325765957073
1993,494,698,2,2,2,1,NA,1,2,NA,2,2,2,1,NA,1,2,NA,0.723593607933253
1994,494,698,2,2,0,1,2,2,2,NA,2,2,0,1,2,2,2,NA,0.440824309235743
1995,494,698,2,2,1,1,2,2,2,1,2,2,1,1,2,2,2,1,0.36249986561663
1996,494,698,2,2,2,1,NA,2,2,1,2,2,2,1,NA,2,2,1,0.386825337819684
1997,494,698,2,2,2,1,NA,2,2,1,2,2,2,1,NA,2,2,1,0.450193633348108
1998,494,698,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,0.482215919588425
1999,494,698,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,1,0.584139597811869
2000,494,698,2,2,1,1,NA,1,NA,1,2,2,1,1,NA,1,NA,1,0.758705668362117
2001,494,698,2,2,2,2,2,2,NA,1,2,2,2,2,2,2,NA,1,0.892396430865731
2002,494,698,2,2,2,2,NA,1,NA,1,2,2,2,2,NA,1,NA,1,1.18511070316809
2003,494,698,2,2,2,2,NA,2,NA,1,2,2,2,2,NA,2,NA,1,1.19381522415801
2004,494,698,2,2,2,2,NA,1,NA,1,2,2,2,2,NA,1,NA,1,1.31991517646981
2005,494,698,2,2,0,1,2,1,NA,3,2,2,0,1,2,1,NA,3,1.23434113307867
2006,494,698,2,2,1,2,1,1,NA,NA,2,2,1,2,1,1,NA,NA,1.47377986119227
2007,494,698,2,2,2,2,NA,1,NA,NA,2,2,2,2,NA,1,NA,NA,1.65781826732451
2008,494,698,2,2,1,2,1,1,NA,NA,2,2,1,2,1,1,NA,NA,1.72824941559595
2009,494,698,2,2,1,2,1,1,NA,NA,2,2,1,2,1,1,NA,NA,1.78814016812457
2010,494,698,2,2,2,2,1,1,NA,NA,2,2,2,2,1,1,NA,NA,1.88690837505343
1976,NA,700,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,2,2,NA,NA,-0.599892190140405
1977,NA,700,NA,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,4,2,NA,NA,-0.999933382949225
1978,NA,700,NA,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,4,3,NA,NA,-1.57407043819281
1979,NA,700,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,5,5,NA,NA,-2.22258507913565
1980,NA,700,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,5,5,NA,NA,-2.5818655389425
1981,101,700,0,0,0,0,5,5,NA,NA,0,0,0,0,5,5,NA,NA,-2.78373864798719
1982,101,700,0,0,0,0,5,5,NA,NA,0,0,0,0,5,5,NA,NA,-2.88079562193
1983,101,700,0,0,0,0,5,5,NA,NA,0,0,0,0,5,5,NA,NA,-2.87410380409539
1984,101,700,0,0,0,0,4,5,NA,NA,0,0,0,0,4,5,NA,NA,-2.80624571546954
1985,101,700,0,0,0,0,5,5,5,NA,0,0,0,0,5,5,5,NA,-2.88382422427745
1986,101,700,0,0,0,0,5,5,5,NA,0,0,0,0,5,5,5,NA,-2.86041781485294
1987,101,700,0,0,0,0,4,5,5,NA,0,0,0,0,4,5,5,NA,-2.68652618736291
1988,101,700,0,0,0,0,4,5,5,NA,0,0,0,0,4,5,5,NA,-2.57321928615634
1989,101,700,0,0,0,0,4,5,5,NA,0,0,0,0,4,5,5,NA,-2.44849322131933
1990,101,700,0,0,0,0,4,4,5,NA,0,0,0,0,4,4,5,NA,-2.19737864140865
1991,101,700,0,0,0,1,4,5,4,NA,0,0,0,1,4,5,4,NA,-2.14258887721242
1992,NA,700,NA,NA,NA,NA,4,5,4,NA,NA,NA,NA,NA,4,5,4,NA,-2.17173400580368
1993,NA,700,NA,NA,NA,NA,4,5,5,NA,NA,NA,NA,NA,4,5,5,NA,-2.30131063234158
1994,NA,700,NA,NA,NA,NA,5,5,5,NA,NA,NA,NA,NA,5,5,5,NA,-2.50048452731356
1995,NA,700,NA,NA,NA,NA,5,5,4,NA,NA,NA,NA,NA,5,5,4,NA,-2.57952392720418
1996,101,700,0,0,0,0,4,5,5,1,0,0,0,0,4,5,5,1,-2.64819233305197
1997,101,700,0,0,0,0,5,5,5,NA,0,0,0,0,5,5,5,NA,-2.84225222357679
1998,101,700,0,0,0,0,5,5,5,4,0,0,0,0,5,5,5,4,-2.88049260247788
1999,101,700,0,0,0,0,5,5,NA,1,0,0,0,0,5,5,NA,1,-2.86870396862473
2000,101,700,0,0,0,0,5,5,NA,6,0,0,0,0,5,5,NA,6,-2.84958119626041
2001,101,700,0,0,0,0,5,5,NA,1,0,0,0,0,5,5,NA,1,-2.6745813182478
2002,101,700,1,1,0,1,5,4,NA,NA,1,1,0,1,5,4,NA,NA,-2.33567317280969
2003,NA,700,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,4,4,NA,NA,-2.29871798382857
2004,NA,700,NA,NA,NA,NA,4,5,NA,NA,NA,NA,NA,NA,4,5,NA,NA,-2.40548324119261
2005,101,700,2,1,1,0,5,5,NA,NA,2,1,1,0,5,5,NA,NA,-2.41411889660696
2006,101,700,2,1,1,0,5,5,NA,NA,2,1,1,0,5,5,NA,NA,-2.42754746762387
2007,101,700,2,1,1,0,5,5,NA,NA,2,1,1,0,5,5,NA,NA,-2.44346171471121
2008,101,700,2,0,1,0,5,5,NA,NA,2,0,1,0,5,5,NA,NA,-2.46021739151975
2009,101,700,2,1,1,0,5,5,NA,NA,2,1,1,0,5,5,NA,NA,-2.37919426089377
2010,101,700,2,0,1,0,5,4,NA,NA,2,0,1,0,5,4,NA,NA,-2.30729078873333
1991,NA,701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.446066780427949
1992,644,701,2,2,1,1,1,2,2,NA,2,2,1,1,1,2,2,NA,0.47452376427716
1993,644,701,2,2,1,2,1,1,1,NA,2,2,1,2,1,1,1,NA,0.566218907667543
1994,644,701,0,2,1,1,1,2,4,NA,0,2,1,1,1,2,4,NA,0.187107014188133
1995,644,701,2,1,1,1,2,2,4,3,2,1,1,1,2,2,4,3,-0.0847265659412039
1996,644,701,2,2,1,1,2,2,4,5,2,2,1,1,2,2,4,5,-0.184807858944899
1997,644,701,2,2,2,0,2,2,4,4,2,2,2,0,2,2,4,4,-0.264764173540699
1998,644,701,2,2,1,0,2,3,4,3,2,2,1,0,2,3,4,3,-0.440392690493888
1999,644,701,2,2,1,0,2,3,4,3,2,2,1,0,2,3,4,3,-0.484408336433724
2000,644,701,2,1,1,0,2,3,NA,6,2,1,1,0,2,3,NA,6,-0.536479228781183
2001,644,701,2,2,1,1,2,3,NA,6,2,2,1,1,2,3,NA,6,-0.501727709615995
2002,644,701,2,2,1,0,2,3,NA,5,2,2,1,0,2,3,NA,5,-0.596838445554239
2003,644,701,2,1,0,0,3,3,NA,5,2,1,0,0,3,3,NA,5,-0.795480257946211
2004,644,701,2,1,0,0,3,3,NA,5,2,1,0,0,3,3,NA,5,-0.863350572363755
2005,644,701,2,2,0,0,3,3,NA,5,2,2,0,0,3,3,NA,5,-0.813856836849798
2006,644,701,2,1,0,0,3,3,NA,NA,2,1,0,0,3,3,NA,NA,-0.777169467787783
2007,644,701,2,1,0,0,2,3,NA,NA,2,1,0,0,2,3,NA,NA,-0.645649717592907
2008,644,701,2,2,0,0,2,3,NA,NA,2,2,0,0,2,3,NA,NA,-0.557105564717273
2009,644,701,2,2,0,0,2,3,NA,NA,2,2,0,0,2,3,NA,NA,-0.565829475517693
2010,644,701,2,2,0,0,2,4,NA,NA,2,2,0,0,2,4,NA,NA,-0.687242253916117
1991,NA,702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.533371450085
1992,620,702,0,0,1,1,5,4,3,NA,0,0,1,1,5,4,3,NA,-1.6472021328882
1993,620,702,0,0,0,0,4,5,3,NA,0,0,0,0,4,5,3,NA,-1.74554018855804
1994,620,702,0,0,0,0,2,4,4,NA,0,0,0,0,2,4,4,NA,-1.54928282226773
1995,620,702,0,0,0,0,2,3,4,1,0,0,0,0,2,3,4,1,-1.3848643711839
1996,620,702,0,0,0,0,3,3,4,1,0,0,0,0,3,3,4,1,-1.35347847648092
1997,620,702,1,0,0,0,2,3,3,1,1,0,0,0,2,3,3,1,-1.23773616969465
1998,620,702,1,0,0,0,2,4,4,1,1,0,0,0,2,4,4,1,-1.29296080391496
1999,620,702,1,1,0,0,3,3,4,1,1,1,0,0,3,3,4,1,-1.14356678383504
2000,620,702,1,0,0,0,2,3,NA,NA,1,0,0,0,2,3,NA,NA,-0.998367215156714
2001,620,702,2,1,1,0,2,3,NA,6,2,1,1,0,2,3,NA,6,-0.776198799835782
2002,620,702,2,1,0,0,2,3,NA,1,2,1,0,0,2,3,NA,1,-0.634684527222002
2003,620,702,2,2,1,0,2,3,NA,1,2,2,1,0,2,3,NA,1,-0.474011450946214
2004,620,702,2,2,1,0,2,3,NA,6,2,2,1,0,2,3,NA,6,-0.49682806677006
2005,620,702,2,2,1,0,3,3,NA,5,2,2,1,0,3,3,NA,5,-0.592966073437934
2006,620,702,2,1,1,0,3,3,NA,NA,2,1,1,0,3,3,NA,NA,-0.645796992911177
2007,620,702,2,1,1,0,3,3,NA,NA,2,1,1,0,3,3,NA,NA,-0.613723231358553
2008,620,702,2,1,1,0,2,3,NA,NA,2,1,1,0,2,3,NA,NA,-0.463795739834676
2009,620,702,2,1,1,0,2,2,NA,NA,2,1,1,0,2,2,NA,NA,-0.267684074606992
2010,620,702,2,1,1,0,2,2,NA,NA,2,1,1,0,2,2,NA,NA,-0.206180746929101
1991,NA,703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0582991941233
1992,383,703,2,2,1,2,NA,1,1,NA,2,2,1,2,NA,1,1,NA,1.13822547186392
1993,383,703,2,2,2,2,1,1,1,NA,2,2,2,2,1,1,1,NA,1.14384315960572
1994,383,703,2,2,2,1,2,1,2,NA,2,2,2,1,2,1,2,NA,0.902806389128881
1995,383,703,2,2,2,0,2,1,1,1,2,2,2,0,2,1,1,1,0.745176811890857
